LinkID,Wban_number,datestarted,dateended,avg_Dry_bulb_temp,avg_Dew_point_temp,avg_Wet_bulb_temp,avg_RH,avg_WS,avg_Val_wind_char,avg_Pressure,avg_Sea_Level_Pressure,avg_Precipitation,avg_Sky_conditions,avg_Visibility,avg_Weather_type,avg_Wind_Gust,avg_WD
CA000000,93134,"2000-05-02 02:47:00","2000-05-04 01:47:00",67.125,60.3125,62.9792,79.9375,2.5625,0,29.664,1011.05,0,CLR,10SM,-,-,0
CA000000,03166,"2000-05-02 02:53:00","2000-05-04 01:53:00",67.9375,58.2292,62.125,73,3.64583,0,29.7585,1010.94,0,CLR,10SM,-,-,0
CA000000,03167,"2000-05-02 02:53:00","2000-05-04 01:53:00",65.3542,57.6875,60.8333,77.1875,5.0625,0,29.7967,1011.21,0,CLR,10SM,-,-,0
CA000000,23174,"2000-05-02 02:50:00","2000-05-04 01:50:00",64.3542,58.375,60.7708,81.5625,6.22917,0,29.7125,1011.39,0,CLR,5SM,-,-,225
CA000000,23129,"2000-05-02 02:56:00","2000-05-04 01:56:00",67.6042,58.625,62.1875,74.625,4.89583,0,29.8231,1011.19,0,CLR,10SM,-,-,0
CA000000,03166,"2000-05-04 03:53:00","2000-05-06 02:53:00",65.0208,58.2917,61.1042,79.4375,4.14583,0,29.8019,1012.44,0,OVC014,4SM,-,-,0
CA000000,03167,"2000-05-04 03:53:00","2000-05-06 02:53:00",63.5,57.1458,59.8333,80.1042,4.375,0,29.8417,1012.8,0,CLR,10SM,-,-,0
CA000000,23129,"2000-05-04 03:56:00","2000-05-06 02:56:00",65.3191,58.0638,61.0213,77.9787,4.61702,0,29.8691,1012.73,0,FEW030,10SM,-,-,180
CA000000,23174,"2000-05-04 03:50:00","2000-05-06 02:50:00",63.0208,57.7292,59.8958,83.1667,6.70833,0,29.759,1012.96,0,OVC009,5SM,HZ,-,270
CA000000,93134,"2000-05-04 03:47:00","2000-05-06 02:47:00",64.7083,56.4792,59.9792,75.3958,2.89583,0,29.7094,1012.62,0,OVC012,6SM,HZ,-,0
CA000000,23129,"2000-05-04 03:56:00","2000-05-06 01:56:00",65.413,58.1304,61.087,77.913,4.63043,0,29.8687,1012.71,0,FEW025,10SM,-,-,180
CA000000,03166,"2000-05-08 17:53:00","2000-05-10 16:53:00",65.625,57.7917,61.0833,77.1458,4.33333,0.2917,29.8035,1012.45,0,CLR,10SM,-,-,180
CA000000,03167,"2000-05-08 17:53:00","2000-05-10 16:53:00",62.6667,55.1042,58.4167,76.9583,4.875,0.375,29.8431,1012.83,0,CLR,10SM,-,-,0
CA000000,23129,"2000-05-08 17:56:00","2000-05-10 16:56:00",66.0208,57.1875,60.9375,74.375,4.97917,0,29.8698,1012.76,0,CLR,10SM,-,-,180
CA000000,23174,"2000-05-08 17:50:00","2000-05-10 16:50:00",62.2292,55.8125,58.6042,80.0417,6.875,0.7917,29.7579,1012.95,0,OVC011,8SM,-,-,270
CA000000,93134,"2000-05-08 17:47:00","2000-05-10 16:47:00",64.1458,55.6458,59.3333,74.7292,2.3125,0,29.7096,1012.63,0,CLR,10SM,-,-,0
CA000000,03166,"2000-05-09 17:53:00","2000-05-11 16:53:00",64.0417,51.9792,57.4792,67.9375,4.60417,0.625,29.8142,1012.82,0,CLR,10SM,-,-,0
CA000000,03167,"2000-05-09 17:53:00","2000-05-11 16:53:00",62.0833,47.4792,54.7083,62.8958,6.75,3.8542,29.8519,1013.15,0,CLR,10SM,-,-,0
CA000000,23129,"2000-05-09 17:56:00","2000-05-11 16:56:00",64.625,50.4375,57.125,63.625,6.27083,1.8125,29.8804,1013.11,0,FEW030,10SM,-,-,0
CA000000,23174,"2000-05-09 18:50:00","2000-05-11 16:50:00",61.7447,48.1064,54.8085,64.4468,10.1915,4.4043,29.7677,1013.27,0,FEW045,8SM,-,-,270
CA000000,93134,"2000-05-09 18:47:00","2000-05-11 17:47:00",63.8333,46.25,55.0417,58.7708,3.70833,2.2083,29.7185,1012.93,0,CLR,10SM,-,-,0
CA000000,03166,"2000-05-09 18:53:00","2000-05-11 17:53:00",64.0417,51.5833,57.2917,67.2083,4.625,0.625,29.8167,1012.9,0,CLR,10SM,-,-,0
CA000000,03167,"2000-05-09 18:53:00","2000-05-11 17:53:00",62.0625,47.2708,54.6042,62.4375,6.89583,4.1875,29.8544,1013.24,0,CLR,10SM,-,-,270
CA000000,23129,"2000-05-09 17:56:00","2000-05-11 17:56:00",64.6735,50.2857,57.0816,63.1837,6.46939,2.2653,29.8812,1013.13,0,FEW030,10SM,-,-,0
CA000000,23174,"2000-05-09 18:50:00","2000-05-11 17:50:00",61.7292,48.125,54.8125,64.4583,10.3958,4.3125,29.7687,1013.31,0,FEW045,8SM,-,-,270
CA000000,23129,"2000-05-09 18:56:00","2000-05-11 17:56:00",64.6042,50.125,56.9792,63.0417,6.47917,2.3125,29.8829,1013.19,0,CLR,10SM,-,-,0
CA000000,03166,"2000-05-16 18:53:00","2000-05-18 17:53:00",64.7917,53.2083,58.1875,68.3125,3.9375,0.3125,29.8706,1014.74,0,CLR,10SM,-,-,0
CA000000,03167,"2000-05-16 18:53:00","2000-05-18 17:53:00",62.375,48.9792,55.2292,63.4167,5.35417,0.3958,29.9102,1015.14,0,CLR,10SM,-,-,0
CA000000,23129,"2000-05-16 18:56:00","2000-05-18 17:56:00",64.9167,52.9792,58.0417,67.25,5.08333,0,29.9358,1014.99,0,CLR,10SM,-,-,0
CA000000,23174,"2000-05-16 18:50:00","2000-05-18 17:50:00",62.1042,53.1667,57.0417,73.6458,7.33333,0,29.8246,1015.23,0,CLR,9SM,-,-,225
CA000000,93134,"2000-05-16 18:47:00","2000-05-18 17:47:00",63.4375,52.125,57.0833,68.2292,2.64583,0.6458,29.7773,1014.96,0,CLR,10SM,-,-,0
CA000000,03166,"2000-05-18 00:53:00","2000-05-19 23:53:00",68.7917,56.3958,61.375,67.1667,3.3125,0.3125,29.8652,1014.59,0,CLR,10SM,-,-,0
CA000000,03167,"2000-05-18 00:53:00","2000-05-19 23:53:00",65.3333,54.7083,59.25,69.7708,4.52083,0,29.9069,1014.96,0,CLR,10SM,-,-,0
CA000000,23129,"2000-05-18 00:56:00","2000-05-19 23:56:00",67.6875,56.4792,60.9375,69.5833,4.79167,0,29.9329,1014.88,0,CLR,10SM,-,-,0
CA000000,23174,"2000-05-18 00:50:00","2000-05-19 23:50:00",63.4792,58.0417,60.2708,83.1875,6.625,0,29.8225,1015.13,0,CLR,6SM,-,-,270
CA000000,93134,"2000-05-18 00:47:00","2000-05-19 23:47:00",67.4375,55.7292,60.4792,67.8542,2.33333,0,29.7733,1014.78,0,CLR,10SM,-,-,0
CA000000,03166,"2000-05-18 02:53:00","2000-05-19 23:53:00",69.2174,56.5,61.6087,66.4783,3.45652,0.3261,29.8657,1014.61,0,CLR,10SM,-,-,0
CA000000,03167,"2000-05-18 02:53:00","2000-05-19 23:53:00",65.6522,54.7826,59.4348,69.1522,4.71739,0,29.9076,1014.98,0,CLR,10SM,-,-,270
CA000000,23129,"2000-05-18 02:56:00","2000-05-19 23:56:00",68.0652,56.587,61.1522,69,5,0,29.9335,1014.89,0,CLR,10SM,-,-,0
CA000000,23174,"2000-05-18 02:50:00","2000-05-19 23:50:00",63.6739,58.2391,60.4565,83.2174,6.67391,0,29.8235,1015.16,0,CLR,6SM,-,-,270
CA000000,93134,"2000-05-18 02:47:00","2000-05-19 23:47:00",67.8696,55.8913,60.7391,67.2391,2.43478,0,29.7739,1014.79,0,CLR,10SM,-,-,0
CA000000,03166,"2000-05-22 20:53:00","2000-05-24 19:53:00",64.3958,59.5417,61.5625,84.7083,3.64583,0,29.8169,1012.95,0,OVC008,10SM,-,-,0
CA000000,03167,"2000-05-22 20:53:00","2000-05-24 19:53:00",63.9375,57.8542,60.3542,80.875,4.95833,0,29.855,1013.2,0,OVC012,10SM,-,-,135
CA000000,23129,"2000-05-22 20:56:00","2000-05-24 19:56:00",64.6875,58.6667,61.1875,81.1458,4.45833,0,29.8838,1013.23,0,OVC007,10SM,-,-,180
CA000000,23174,"2000-05-22 20:50:00","2000-05-24 20:50:00",63.8776,61.1633,62.2245,91.0204,5.77551,0.3061,29.7669,1013.24,0,OVC015,8SM,-,-,135
CA000000,93134,"2000-05-22 20:47:00","2000-05-24 20:47:00",64.4286,59.6735,61.6531,84.9796,1.97959,0,29.7216,1013.05,0,CLR,4SM,-,-,0
CA000000,03166,"2000-05-22 21:53:00","2000-05-24 20:53:00",64.4167,59.5208,61.5625,84.5833,3.66667,0,29.8167,1012.94,0,OVC008,10SM,-,-,0
CA000000,03167,"2000-05-22 21:53:00","2000-05-24 20:53:00",63.9375,57.8542,60.3542,80.875,4.97917,0,29.8548,1013.19,0,OVC012,10SM,-,-,135
CA000000,23129,"2000-05-22 20:56:00","2000-05-24 20:56:00",64.6735,58.6939,61.2041,81.2653,4.46939,0,29.8833,1013.22,0,OVC007,10SM,-,-,180
CA000000,23174,"2000-05-22 21:50:00","2000-05-24 20:50:00",63.8958,61.1458,62.2292,90.8958,5.83333,0.3125,29.7671,1013.25,0,OVC015,8SM,-,-,135
CA000000,93134,"2000-05-22 21:47:00","2000-05-24 20:47:00",64.4375,59.6667,61.6458,84.9375,2.02083,0,29.7219,1013.06,0,CLR,4SM,-,-,0
CA000000,03166,"2000-05-22 21:53:00","2000-05-24 19:53:00",64.4255,59.5319,61.5745,84.5957,3.65957,0,29.817,1012.95,0,OVC008,10SM,-,-,0
CA000000,03167,"2000-05-22 21:53:00","2000-05-24 19:53:00",63.9574,57.8511,60.3617,80.8085,4.97872,0,29.8551,1013.2,0,OVC012,10SM,-,-,135
CA000000,23129,"2000-05-22 21:56:00","2000-05-24 19:56:00",64.7234,58.6809,61.2128,81.0851,4.55319,0,29.884,1013.24,0,OVC007,10SM,-,-,180
CA000000,23174,"2000-05-22 21:50:00","2000-05-24 19:50:00",63.9149,61.1489,62.234,90.8511,5.82979,0.3191,29.7674,1013.26,0,OVC015,8SM,-,-,135
CA000000,03166,"2000-05-24 23:53:00","2000-05-26 22:53:00",65.6042,58.7917,61.4583,80.1667,3.41667,0,29.7521,1010.77,0.000833333,CLR,10SM,-,-,0
CA000000,03167,"2000-05-24 23:53:00","2000-05-26 22:53:00",64.125,56.6042,59.7708,77.375,5.0625,0,29.7933,1011.12,0,CLR,10SM,-,-,270
CA000000,23129,"2000-05-24 23:56:00","2000-05-26 22:56:00",65.8125,52.3333,58.6875,65.7083,3.83333,0,29.8194,1011.02,0.000625,CLR,10SM,-,-,0
CA000000,23174,"2000-05-24 23:50:00","2000-05-26 22:50:00",63.6458,59.8542,61.4167,87.8958,6.64583,0,29.7075,1011.23,0,CLR,8SM,-,-,270
CA000000,93134,"2000-05-24 23:47:00","2000-05-26 22:47:00",64.9583,58.5417,61.1042,80.7917,2.79167,0,29.659,1010.94,0,CLR,-,-,-,0
CA000000,03166,"2000-05-30 17:53:00","2000-06-01 16:53:00",68.4167,59.5833,63.0417,74.2708,4.02083,0.3125,29.7706,1011.37,0,CLR,10SM,-,-,0
CA000000,03167,"2000-05-30 17:53:00","2000-06-01 16:53:00",66.5957,56.7234,60.7447,71.234,5.2766,0,29.8121,1011.75,0,CLR,10SM,-,-,270
CA000000,23129,"2000-05-30 17:56:00","2000-06-01 16:56:00",68.3125,58.0417,62.1875,70.5,5.29167,0,29.839,1011.69,0,CLR,10SM,-,-,180
CA000000,23174,"2000-05-30 17:50:00","2000-06-01 16:50:00",65.9149,58.9149,61.7021,78.7234,6.74468,0,29.7272,1011.9,0,CLR,6SM,-,-,225
CA000000,93134,"2000-05-30 17:47:00","2000-06-01 16:47:00",67.625,59.8333,62.7917,77.2917,2.5625,0,29.6773,1011.52,0,CLR,8SM,-,-,0
CA000000,03166,"2000-05-31 17:53:00","2000-06-02 16:53:00",69.5208,60.4792,64,74.125,3.60417,0,29.829,1013.35,0,CLR,6SM,-,-,0
CA000000,03167,"2000-05-31 17:53:00","2000-06-02 16:53:00",66.8723,57.8511,61.5319,73.4681,5.23404,0,29.8738,1013.84,0,CLR,8SM,-,-,270
CA000000,23129,"2000-05-31 17:56:00","2000-06-02 16:56:00",69.375,59.0417,63.1458,70.6042,5.125,0,29.8971,1013.67,0,CLR,10SM,-,-,180
CA000000,23174,"2000-05-31 17:50:00","2000-06-02 17:50:00",66.1225,59.5102,62.1633,79.9184,7.26531,0.3469,29.7898,1013.99,0,BKN011,6SM,HZ,-,225
CA000000,93134,"2000-05-31 17:47:00","2000-06-02 17:47:00",68.1633,60.2857,63.2857,77.4082,3.02041,0,29.739,1013.62,0,CLR,6SM,-,-,0
CA000000,03166,"2000-05-31 17:53:00","2000-06-02 17:53:00",69.6327,60.5102,64.0612,73.9184,3.65306,0,29.8306,1013.4,0,CLR,6SM,-,-,0
CA000000,03167,"2000-05-31 17:53:00","2000-06-02 17:53:00",66.875,57.875,61.5417,73.5208,5.27083,0,29.8756,1013.9,0,CLR,8SM,-,-,270
CA000000,23129,"2000-05-31 17:56:00","2000-06-02 17:56:00",69.4082,59.0816,63.1837,70.6122,5.20408,0,29.8988,1013.73,0,CLR,10SM,-,-,180
CA000000,23174,"2000-05-31 18:50:00","2000-06-02 17:50:00",66.125,59.4792,62.1458,79.8333,7.1875,0.3542,29.7919,1014.06,0,BKN011,6SM,HZ,-,225
CA000000,93134,"2000-05-31 18:47:00","2000-06-02 17:47:00",68.1458,60.2917,63.2708,77.5,2.97917,0,29.741,1013.69,0,CLR,6SM,HZ,-,0
CA000000,03166,"2000-05-31 18:53:00","2000-06-02 17:53:00",69.6458,60.5,64.0625,73.875,3.58333,0,29.8327,1013.47,0,CLR,6SM,-,-,0
CA000000,03167,"2000-05-31 18:53:00","2000-06-02 17:53:00",66.8723,57.8511,61.5319,73.4681,5.21277,0,29.8779,1013.98,0,CLR,8SM,-,-,270
CA000000,23129,"2000-05-31 18:56:00","2000-06-02 16:56:00",69.3404,59.0213,63.1277,70.6596,5.06383,0,29.8994,1013.75,0,CLR,10SM,-,-,180
CA000000,03166,"2000-05-31 18:53:00","2000-06-02 16:53:00",69.5319,60.4681,64,74.0851,3.53191,0,29.8311,1013.42,0,CLR,6SM,-,-,0
CA000000,03167,"2000-05-31 18:53:00","2000-06-02 16:53:00",66.8696,57.8261,61.5217,73.413,5.17391,0,29.8761,1013.92,0,CLR,8SM,-,-,270
CA000000,23174,"2000-05-31 18:50:00","2000-06-02 16:50:00",66.1489,59.4681,62.1489,79.7447,7.10638,0.3617,29.79,1014,0,BKN011,6SM,HZ,-,225
CA000000,03166,"2000-06-06 01:53:00","2000-06-08 00:53:00",70.2917,57.5833,62.625,66.6875,3.79167,0,29.836,1013.6,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-06 01:53:00","2000-06-08 00:53:00",66.9375,55.9583,60.5833,69.1042,5.58333,1.1458,29.8775,1013.95,0,CLR,10SM,-,-,270
CA000000,23129,"2000-06-06 01:56:00","2000-06-08 00:56:00",69.4583,57.3125,62.1875,67.8542,5.70833,0,29.9033,1013.9,0,CLR,10SM,-,-,0
CA000000,23174,"2000-06-06 01:50:00","2000-06-08 00:50:00",66.125,58.1875,61.4375,76.3958,8.0625,0,29.7908,1014.05,0,CLR,10SM,-,-,270
CA000000,93134,"2000-06-06 01:47:00","2000-06-08 00:47:00",68.5208,57.1667,61.75,69.2083,2.875,0,29.7437,1013.74,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-06 01:53:00","2000-06-07 23:53:00",70.4681,57.6596,62.7234,66.5106,3.80851,0,29.8364,1013.61,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-06 01:53:00","2000-06-07 23:53:00",67.0851,56,60.6596,68.8723,5.61702,1.1702,29.8781,1013.97,0,CLR,10SM,-,-,270
CA000000,23129,"2000-06-06 01:56:00","2000-06-07 23:56:00",69.617,57.383,62.2766,67.7021,5.68085,0,29.9038,1013.91,0,CLR,10SM,-,-,0
CA000000,23174,"2000-06-06 01:50:00","2000-06-07 23:50:00",66.2553,58.2553,61.5319,76.234,8.02128,0,29.7915,1014.07,0,CLR,10SM,-,-,270
CA000000,93134,"2000-06-06 01:47:00","2000-06-07 23:47:00",68.6809,57.1915,61.8298,68.8936,2.93617,0,29.7443,1013.76,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-07 16:53:00","2000-06-09 16:53:00",66.2449,54.9184,59.6735,68.2653,4.71429,1.3061,29.8018,1012.45,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-07 16:53:00","2000-06-09 16:53:00",64.2653,52.8163,57.8367,67.3673,7.89796,2.1224,29.8396,1012.69,0,CLR,10SM,-,-,270
CA000000,23129,"2000-06-07 15:56:00","2000-06-09 16:56:00",66.82,54.24,59.56,65.34,6.92,1.46,29.8694,1012.72,0,CLR,10SM,-,-,270
CA000000,23174,"2000-06-07 16:50:00","2000-06-09 16:50:00",63.4082,54.6327,58.449,73.9592,11.2449,0.898,29.7524,1012.78,0,CLR,10SM,-,-,270
CA000000,93134,"2000-06-07 16:47:00","2000-06-09 16:47:00",64.6905,53.9286,58.5952,69.5952,3.52381,1.5,29.7048,1012.46,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-07 16:53:00","2000-06-09 15:53:00",66.0833,54.9375,59.625,68.6458,4.66667,1.3333,29.8031,1012.5,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-07 16:53:00","2000-06-09 15:53:00",64.1875,52.8125,57.7917,67.5417,7.83333,2.1667,29.8406,1012.73,0,CLR,10SM,-,-,270
CA000000,23129,"2000-06-07 16:56:00","2000-06-09 15:56:00",66.4583,54.2083,59.3958,66.0208,6.79167,1.5208,29.871,1012.78,0,CLR,10SM,-,-,270
CA000000,23174,"2000-06-07 16:50:00","2000-06-09 15:50:00",63.3333,54.6458,58.4167,74.1875,11.2292,0.9167,29.7535,1012.81,0,CLR,10SM,-,-,270
CA000000,03166,"2000-06-12 17:53:00","2000-06-14 16:53:00",70.7917,62.25,65.4375,76,4.04167,0,29.7612,1011.05,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-12 17:53:00","2000-06-14 16:53:00",69.3958,61.0833,64.3125,75.8125,4.27083,0,29.7983,1011.3,0,CLR,10SM,-,-,0
CA000000,23129,"2000-06-12 17:56:00","2000-06-14 16:56:00",70.0417,61.6458,64.9792,75.7292,5.20833,0,29.8304,1011.4,0,CLR,10SM,-,-,180
CA000000,23174,"2000-06-12 17:50:00","2000-06-14 16:50:00",68.2917,61.1458,63.8958,78.6667,6.25,0,29.715,1011.43,0,CLR,8SM,-,-,270
CA000000,93134,"2000-06-12 17:47:00","2000-06-14 16:47:00",71.2083,62.3958,65.6667,75.25,2.64583,0,29.6648,1011.06,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-13 02:53:00","2000-06-15 01:53:00",69.9375,61.8542,64.875,77.1042,4.0625,0,29.7756,1011.55,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-13 02:53:00","2000-06-15 01:53:00",69.125,61.1875,64.2708,76.8125,4.4375,0,29.8129,1011.78,0,CLR,10SM,-,-,0
CA000000,23129,"2000-06-13 02:56:00","2000-06-15 01:56:00",69.1875,61.625,64.5833,77.6458,5.16667,0,29.8452,1011.91,0,CLR,10SM,-,-,180
CA000000,23174,"2000-06-13 02:50:00","2000-06-15 02:50:00",68.0408,60.9796,63.6735,78.898,6.02041,0,29.7298,1011.94,0,CLR,7SM,-,-,270
CA000000,93134,"2000-06-13 02:47:00","2000-06-15 02:47:00",70.8163,62.4082,65.5306,76.3265,2.57143,0,29.6798,1011.57,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-13 02:53:00","2000-06-15 02:53:00",69.8163,61.8367,64.8163,77.3673,3.97959,0,29.7765,1011.58,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-13 02:53:00","2000-06-15 02:53:00",69.0408,61.1633,64.2245,76.9592,4.34694,0,29.8139,1011.81,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-13 16:53:00","2000-06-16 02:53:00",69.5763,61.5085,64.5424,76.9661,3.81356,0,29.7736,1011.47,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-13 16:53:00","2000-06-16 02:53:00",67.9661,60.9661,63.7119,78.9153,4.45763,0.2881,29.8136,1011.79,0,CLR,10SM,-,-,0
CA000000,23129,"2000-06-13 16:56:00","2000-06-16 02:56:00",69.3729,61.0847,64.322,75.8983,4.74576,0,29.8417,1011.8,0,CLR,10SM,-,-,180
CA000000,23174,"2000-06-13 16:50:00","2000-06-16 02:50:00",67,60.5254,63.0169,80.1186,6.62712,0,29.7295,1011.91,0,SCT014,8SM,-,-,270
CA000000,93134,"2000-06-13 16:47:00","2000-06-16 02:47:00",69.3898,62.1525,64.8983,78.8644,2.76271,0,29.6802,1011.58,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-14 21:53:00","2000-06-16 16:53:00",70.1818,60.7955,64.3409,73.4545,3.81818,0,29.7348,1010.16,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-14 21:53:00","2000-06-16 16:53:00",67.9091,60.1136,63.2045,76.6591,5.38636,0.3864,29.777,1010.56,0,CLR,10SM,-,-,0
CA000000,23129,"2000-06-14 21:56:00","2000-06-16 16:56:00",70.4773,60.2727,64.1364,71.0909,5,0,29.8025,1010.47,0,CLR,10SM,-,-,0
CA000000,23174,"2000-06-14 21:50:00","2000-06-16 16:50:00",67.25,59.7045,62.6136,77.1591,7.20455,0.3636,29.693,1010.7,0,BKN015,10SM,-,-,270
CA000000,93134,"2000-06-14 21:47:00","2000-06-16 16:47:00",69.3182,61.25,64.4091,76.5682,3.27273,0,29.6439,1010.34,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-19 16:53:00","2000-06-21 15:53:00",71.0833,61.2292,65,72.5625,3.66667,0,29.7796,1011.67,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-19 16:53:00","2000-06-21 15:53:00",67.4468,60.1702,63.1489,78.1702,6.53191,0,29.8249,1012.2,0,CLR,10SM,-,-,270
CA000000,23129,"2000-06-19 16:56:00","2000-06-21 15:56:00",71.125,60.5208,64.5,70.2292,5.8125,0,29.8485,1012.04,0,CLR,10SM,-,-,270
CA000000,23174,"2000-06-19 16:50:00","2000-06-21 15:50:00",66.8511,59.3617,62.4043,77.4255,9.02128,0,29.7404,1012.32,0,CLR,10SM,-,-,270
CA000000,93134,"2000-06-19 16:47:00","2000-06-21 15:47:00",68.6667,61.1667,64.0417,78.1667,3.33333,0,29.6915,1011.98,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-20 02:53:00","2000-06-22 01:53:00",71.1458,61.75,65.3125,73.75,3.64583,0,29.7752,1011.53,0,CLR,6SM,-,-,0
CA000000,03167,"2000-06-20 02:53:00","2000-06-22 01:53:00",67.1957,60.1957,63.0217,78.8913,6.58696,0,29.8209,1012.06,0,OVC013,10SM,-,-,270
CA000000,23129,"2000-06-20 02:56:00","2000-06-22 01:56:00",71,60.875,64.6458,71.4375,5.875,0,29.8442,1011.9,0,CLR,10SM,-,-,270
CA000000,23174,"2000-06-20 02:50:00","2000-06-22 01:50:00",66.5745,59.5957,62.4681,78.8298,8.68085,0,29.7368,1012.2,0,OVC008,7SM,-,-,270
CA000000,93134,"2000-06-20 02:47:00","2000-06-22 01:47:00",68.3333,61.3542,64.0208,79.5417,3.29167,0,29.6879,1011.87,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-21 18:53:00","2000-06-23 20:53:00",69.6863,61,64.4118,74.9412,4.05882,0.2745,29.799,1012.34,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-21 18:53:00","2000-06-23 20:53:00",68.3617,60.7447,63.8085,77.234,5.93617,0,29.8394,1012.66,0,CLR,10SM,-,-,270
CA000000,23129,"2000-06-21 18:56:00","2000-06-23 20:56:00",70.0588,61.1569,64.5098,73.9608,5.09804,0,29.8669,1012.65,0,FEW040,10SM,-,-,180
CA000000,23174,"2000-06-21 18:50:00","2000-06-23 20:50:00",67.8431,60.5294,63.451,78.0784,7,0,29.7516,1012.7,0,OVC014,6SM,-,-,225
CA000000,93134,"2000-06-21 18:47:00","2000-06-23 20:47:00",69.8235,62.0784,64.9608,77.4706,2.78431,0,29.7045,1012.4,0,CLR,10SM,-,-,0
CA000000,93134,"2000-06-21 19:47:00","2000-06-23 20:47:00",69.92,62.08,65,77.22,2.76,0,29.7054,1012.43,0,CLR,10SM,-,-,0
CA000000,23174,"2000-06-21 19:50:00","2000-06-23 20:50:00",67.92,60.54,63.48,77.9,6.96,0,29.7526,1012.74,0,OVC014,8SM,-,-,225
CA000000,03166,"2000-06-26 16:53:00","2000-06-28 15:53:00",74.4167,62.9375,67.0625,69.2708,3.72917,0,29.78,1011.69,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-26 16:53:00","2000-06-28 15:53:00",69.875,63.0833,65.5417,79.8333,5.52083,0,29.8237,1012.14,0,CLR,10SM,-,-,270
CA000000,23129,"2000-06-26 16:56:00","2000-06-28 15:56:00",73.5417,62.8333,66.7917,70.6875,5.0625,0,29.8481,1012.03,0,CLR,10SM,-,-,180
CA000000,23174,"2000-06-26 16:50:00","2000-06-28 15:50:00",68.75,62.6458,64.8958,81.4583,7.1875,0,29.7408,1012.28,0,BKN008,9SM,-,-,270
CA000000,93134,"2000-06-26 16:47:00","2000-06-28 15:47:00",72.0444,63.0889,66.2667,75.4222,2.75556,0,29.6891,1011.86,0,CLR,10SM,-,-,0
CA000000,03166,"2000-06-27 02:53:00","2000-06-29 00:53:00",73.6383,63.3404,67.0213,71.9362,4.17021,0,29.7951,1012.21,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-27 02:53:00","2000-06-29 00:53:00",69.6809,63.2553,65.5957,80.8298,5.44681,0,29.8379,1012.63,0,CLR,10SM,-,-,270
CA000000,23129,"2000-06-27 02:56:00","2000-06-29 00:56:00",73.3191,63.0426,66.8511,71.7447,5,0,29.8634,1012.53,0,CLR,10SM,-,-,180
CA000000,23174,"2000-06-27 02:50:00","2000-06-29 00:50:00",68.5106,62.6809,64.8298,82.2128,7.06383,0,29.756,1012.8,0,BKN008,6SM,BR,-,270
CA000000,93134,"2000-06-27 02:47:00","2000-06-29 01:47:00",71.7333,63.2889,66.2889,76.6,2.75556,0,29.7044,1012.4,0,CLR,6SM,-,-,0
CA000000,03166,"2000-06-27 02:53:00","2000-06-29 01:53:00",73.5208,63.3333,66.9792,72.1875,4.14583,0,29.7958,1012.23,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-27 02:53:00","2000-06-29 01:53:00",69.625,63.2292,65.5625,80.8958,5.33333,0,29.8385,1012.65,0,CLR,10SM,-,-,270
CA000000,23174,"2000-06-27 02:50:00","2000-06-29 01:50:00",68.4792,62.6667,64.8125,82.25,6.91667,0,29.7567,1012.82,0,BKN008,6SM,BR,-,270
CA000000,03166,"2000-06-27 15:53:00","2000-06-29 15:53:00",73.6122,63.2041,66.9592,71.6122,4.36735,0,29.8022,1012.45,0,CLR,10SM,-,-,0
CA000000,03167,"2000-06-27 15:53:00","2000-06-29 15:53:00",69.7143,63.2041,65.6327,80.5102,5.28571,0,29.8459,1012.91,0,CLR,7SM,-,-,270
CA000000,23129,"2000-06-27 15:56:00","2000-06-29 15:56:00",73.0204,63.0816,66.7959,72.4694,5.02041,0,29.8716,1012.81,0,CLR,10SM,-,-,180
CA000000,23174,"2000-06-27 15:50:00","2000-06-29 15:50:00",68.8163,62.4082,64.8367,80.6122,7.42857,0,29.7637,1013.07,0,OVC007,5SM,HZ,-,270
CA000000,93134,"2000-06-27 16:47:00","2000-06-29 15:47:00",71.6522,63.0217,66.087,75.6957,2.95652,0,29.7139,1012.72,0,CLR,6SM,HZ,-,0
