,aqi_ozone
26599,safe
12929,safe
21739,safe
7955,safe
34557,safe
1521,safe
7572,safe
27555,safe
22406,safe
26672,safe
9937,unhealthy
26972,safe
23951,safe
29116,safe
25043,safe
25171,safe
10053,safe
16349,safe
26059,safe
26548,safe
16981,safe
19826,unhealthy for sensitive groups
6967,safe
33174,safe
2157,safe
24009,safe
35015,safe
7022,safe
8999,safe
23001,safe
12642,safe
18176,safe
33871,safe
34938,safe
2327,safe
19779,safe
6606,safe
5435,safe
15873,safe
9184,unhealthy for sensitive groups
4339,safe
20136,safe
8206,safe
8365,safe
26818,safe
24186,unhealthy for sensitive groups
29491,safe
30166,safe
2524,safe
15575,safe
10349,safe
29087,safe
15561,unhealthy for sensitive groups
6080,safe
9728,unhealthy
15607,safe
14654,safe
2350,safe
14737,safe
2136,safe
29367,safe
20310,unhealthy for sensitive groups
23929,unhealthy for sensitive groups
23035,safe
28550,safe
22196,safe
15477,safe
9546,unhealthy for sensitive groups
29746,safe
32723,safe
11708,safe
34174,safe
17391,safe
15117,safe
4989,safe
27879,safe
9470,safe
22560,safe
18800,safe
6226,safe
11802,safe
8305,safe
14568,safe
32106,safe
27454,safe
8656,safe
25009,safe
24120,safe
4006,safe
6930,unhealthy for sensitive groups
16323,safe
23638,safe
3077,unhealthy for sensitive groups
13534,unhealthy for sensitive groups
12358,safe
21087,safe
2536,safe
5497,safe
9368,safe
6335,safe
20018,safe
11198,safe
2369,safe
17093,safe
18290,safe
3518,safe
21580,unhealthy for sensitive groups
19728,safe
25296,safe
21882,safe
25974,safe
4670,safe
6133,safe
5570,safe
20262,safe
25870,safe
1233,safe
21479,safe
4336,safe
29701,safe
13597,safe
4184,safe
12161,safe
4123,safe
24054,safe
27306,safe
7088,unhealthy for sensitive groups
20652,safe
12720,safe
35027,safe
12109,safe
25204,safe
15436,safe
12511,safe
3935,safe
34642,unhealthy for sensitive groups
15805,safe
17182,safe
34821,safe
7671,unhealthy for sensitive groups
26589,safe
34867,safe
24604,safe
4342,safe
19311,safe
27726,safe
2930,safe
34994,safe
9924,unhealthy for sensitive groups
8252,safe
10368,safe
23455,safe
19017,safe
25994,safe
25798,safe
17927,safe
6320,safe
17746,safe
26615,safe
18026,safe
4993,safe
23543,safe
23789,safe
33163,safe
29067,safe
20717,safe
2082,safe
26139,safe
25261,safe
13060,unhealthy for sensitive groups
13520,safe
17921,safe
20750,safe
18224,safe
11739,safe
27819,safe
5731,safe
209,safe
28402,safe
1735,safe
6268,safe
23424,safe
20121,safe
14677,safe
4452,safe
33470,safe
32359,safe
27149,safe
31358,safe
6452,safe
12529,safe
19157,safe
21273,safe
7013,safe
3850,safe
32412,unhealthy for sensitive groups
22882,safe
14105,unhealthy for sensitive groups
20130,safe
33867,safe
14789,safe
922,safe
16114,safe
22313,safe
28020,safe
2493,safe
31867,unhealthy for sensitive groups
11413,safe
22684,safe
9549,safe
12341,safe
256,safe
7124,unhealthy for sensitive groups
34376,safe
15277,safe
2834,safe
29252,safe
16848,safe
31493,safe
24316,safe
23853,safe
7621,safe
14635,safe
7119,safe
4660,safe
13302,safe
12201,safe
14153,safe
18918,safe
21029,safe
31092,safe
33936,safe
6290,safe
14763,safe
20951,safe
3567,safe
17188,safe
28164,safe
29834,safe
23504,safe
15343,safe
8808,unhealthy for sensitive groups
24986,safe
11030,safe
18439,safe
9040,safe
17124,safe
16160,safe
22565,safe
7440,safe
26932,safe
28270,safe
11456,safe
32608,safe
13319,safe
3352,safe
34695,unhealthy
18372,safe
15383,safe
14397,unhealthy for sensitive groups
4880,unhealthy for sensitive groups
11345,safe
10447,safe
15208,safe
3299,safe
12683,safe
1675,safe
25107,safe
26129,safe
8073,unhealthy for sensitive groups
19665,safe
6103,safe
23785,safe
7937,safe
19570,safe
23264,safe
12705,safe
23545,safe
33033,safe
9109,unhealthy
11951,unhealthy for sensitive groups
1487,unhealthy for sensitive groups
32051,unhealthy for sensitive groups
5239,safe
20174,safe
20244,unhealthy for sensitive groups
18404,safe
19518,safe
33113,safe
1589,safe
27061,safe
27864,safe
18895,safe
27352,safe
474,safe
13503,safe
18078,safe
15058,safe
1461,safe
17495,unhealthy for sensitive groups
23571,safe
20063,safe
15145,safe
12841,safe
3371,safe
15434,safe
12559,safe
16171,safe
27533,safe
7501,safe
24034,safe
2641,safe
21650,safe
28905,safe
24679,safe
29529,safe
1971,safe
25485,safe
11926,safe
22404,safe
25067,safe
2360,unhealthy for sensitive groups
6368,safe
32552,unhealthy for sensitive groups
30093,unhealthy
33331,safe
18107,safe
17039,safe
11482,safe
32777,safe
18344,safe
186,safe
7118,safe
22164,safe
8244,safe
7846,safe
27516,safe
20938,safe
29752,safe
28472,unhealthy for sensitive groups
13276,safe
17855,safe
23990,unhealthy for sensitive groups
19166,safe
18507,safe
6467,safe
4389,safe
29855,safe
5410,safe
29457,safe
14949,safe
12157,safe
28968,safe
19458,safe
33893,safe
23532,safe
11462,safe
22984,safe
12850,safe
28194,safe
3907,safe
13642,safe
27891,safe
32558,safe
4554,safe
30872,safe
17165,safe
16027,safe
21812,unhealthy for sensitive groups
17345,safe
28350,unhealthy for sensitive groups
33298,safe
27156,safe
28792,safe
17908,safe
23308,safe
2506,safe
14801,safe
23835,unhealthy
27224,safe
16979,safe
3398,safe
8185,safe
8295,safe
25140,safe
27227,safe
4741,unhealthy for sensitive groups
19149,safe
10488,safe
16077,safe
17686,safe
2007,safe
13900,safe
20846,safe
13011,safe
20969,safe
12330,safe
10958,safe
26456,safe
25982,safe
23808,safe
13120,unhealthy for sensitive groups
7932,safe
33614,safe
14886,safe
29775,safe
10508,safe
9719,unhealthy for sensitive groups
19514,safe
17202,safe
13701,safe
19287,safe
6901,safe
11237,safe
9804,safe
35006,safe
11304,safe
2623,safe
24721,safe
29218,safe
25122,safe
13677,safe
30085,safe
17594,safe
145,safe
24355,safe
25950,safe
11971,unhealthy for sensitive groups
4088,safe
16261,safe
22398,safe
22118,safe
8272,safe
34319,safe
13230,safe
5608,unhealthy for sensitive groups
26016,safe
26102,safe
14707,safe
2287,safe
34409,safe
12075,safe
17538,safe
4904,safe
16044,unhealthy for sensitive groups
25409,safe
24973,safe
23379,safe
13043,unhealthy
17892,safe
17668,safe
23557,safe
20516,safe
3407,safe
3238,safe
20595,unhealthy for sensitive groups
24117,safe
23910,safe
16664,safe
14638,safe
34547,safe
7532,safe
3513,safe
34037,safe
10070,safe
24189,safe
1955,safe
25668,safe
15011,safe
12700,safe
27260,safe
17181,safe
19974,safe
8749,safe
14274,safe
8330,safe
5438,unhealthy for sensitive groups
24078,safe
13816,safe
2896,safe
25091,safe
19441,safe
4076,safe
32698,safe
429,unhealthy for sensitive groups
2529,safe
7517,safe
22538,safe
21627,safe
21638,safe
575,unhealthy for sensitive groups
18156,safe
28021,safe
8020,safe
855,safe
17229,safe
29844,safe
1397,safe
14551,safe
22747,safe
17209,safe
6941,safe
7900,safe
34944,safe
3939,safe
26769,safe
33028,safe
19828,unhealthy
24313,safe
31157,unhealthy for sensitive groups
15242,safe
16509,safe
20779,safe
2040,safe
6261,safe
10733,safe
28664,safe
1507,safe
26900,safe
16731,safe
16433,safe
11797,safe
3525,safe
32399,safe
11316,safe
9946,unhealthy for sensitive groups
20919,safe
29289,safe
33849,safe
13431,very unhealthy
23983,safe
18736,safe
32035,unhealthy
32250,safe
26304,safe
22419,safe
11656,safe
13,safe
23493,safe
22467,safe
26331,safe
30994,safe
13061,safe
16367,safe
28870,safe
13047,unhealthy
5276,safe
31364,safe
801,safe
32254,safe
3537,safe
25674,safe
23676,safe
20206,safe
21218,safe
20547,safe
11015,safe
33318,safe
17606,safe
26125,safe
17186,safe
32479,safe
8168,safe
24110,safe
34858,unhealthy for sensitive groups
17134,safe
789,safe
2956,safe
2548,unhealthy for sensitive groups
23841,unhealthy for sensitive groups
16295,safe
20064,safe
14029,safe
30735,unhealthy for sensitive groups
24166,safe
10659,safe
34395,safe
5702,unhealthy for sensitive groups
30155,safe
33737,safe
6871,safe
7323,safe
19450,safe
3113,unhealthy for sensitive groups
4588,safe
9446,safe
15361,safe
13690,safe
10776,safe
11562,safe
33542,safe
9284,safe
18338,safe
6992,safe
22382,safe
392,safe
23139,safe
4521,safe
19090,safe
6568,safe
17935,safe
31018,safe
15147,safe
21983,safe
19204,safe
13651,safe
23508,safe
34468,safe
5652,safe
165,safe
23093,safe
15275,unhealthy for sensitive groups
26785,safe
16330,safe
33197,safe
26642,safe
34672,unhealthy for sensitive groups
5938,safe
14785,safe
34627,safe
27939,safe
11978,unhealthy for sensitive groups
29628,safe
14344,safe
8031,safe
34147,safe
14254,safe
14868,safe
3329,safe
12121,unhealthy for sensitive groups
2962,safe
3680,safe
27666,safe
25055,safe
7147,unhealthy
12532,safe
13733,safe
25323,safe
29489,safe
5850,safe
21696,safe
10226,safe
33027,safe
22822,safe
5445,safe
26569,safe
18000,safe
30154,safe
22889,safe
13772,safe
12190,safe
31529,safe
986,safe
30013,safe
340,safe
1814,safe
4484,safe
980,safe
1466,safe
16131,safe
34960,safe
13089,safe
34357,safe
9959,safe
18261,safe
16882,safe
26127,safe
33199,safe
5642,safe
15838,safe
16512,safe
19451,safe
13297,unhealthy for sensitive groups
32099,safe
11920,safe
16687,safe
10828,safe
18360,safe
837,unhealthy for sensitive groups
12426,safe
8851,safe
6377,safe
24795,safe
13589,safe
29247,safe
25491,unhealthy for sensitive groups
18966,safe
3363,safe
33316,safe
24667,safe
4155,safe
11612,safe
29344,safe
12008,safe
24165,safe
3584,safe
10406,safe
34196,safe
9790,unhealthy for sensitive groups
7204,safe
29823,safe
29082,safe
13414,safe
20320,safe
34811,safe
1915,safe
33342,safe
31710,safe
13387,safe
1643,safe
21022,safe
14670,safe
5992,safe
13439,safe
3587,safe
26048,safe
34751,safe
8354,safe
1454,safe
33236,safe
17337,safe
22113,safe
34036,safe
13471,unhealthy for sensitive groups
6087,safe
20763,safe
33563,safe
25600,safe
33438,safe
7555,safe
14285,safe
18234,safe
7028,safe
22003,safe
25907,safe
30865,safe
27387,safe
13065,safe
7655,very unhealthy
26405,safe
27686,unhealthy for sensitive groups
11718,safe
11601,safe
19646,unhealthy for sensitive groups
11253,safe
26269,unhealthy for sensitive groups
9949,unhealthy for sensitive groups
33830,safe
27713,safe
20157,safe
34579,safe
30165,safe
30749,safe
33302,unhealthy for sensitive groups
532,safe
33461,safe
24251,safe
26823,safe
34379,safe
29894,safe
4472,safe
17903,safe
17008,safe
4286,safe
10642,safe
24233,safe
11478,safe
8257,safe
7031,safe
25816,unhealthy for sensitive groups
21952,safe
7650,unhealthy for sensitive groups
4666,safe
19923,safe
16620,safe
29008,safe
32740,safe
1190,unhealthy for sensitive groups
32957,safe
2354,safe
27090,safe
93,safe
34771,safe
28078,unhealthy
34827,safe
12463,safe
10436,safe
20930,safe
13756,safe
18413,safe
29275,safe
21565,safe
19591,safe
23313,safe
22110,safe
27509,safe
15952,safe
26640,safe
11210,safe
22388,safe
6727,safe
26952,safe
28619,safe
21025,safe
18804,safe
21840,safe
26736,safe
14118,unhealthy for sensitive groups
19530,safe
16451,safe
28327,safe
34553,safe
17478,safe
275,safe
25752,safe
30891,unhealthy
20426,safe
14914,safe
32200,safe
24052,safe
33226,safe
30942,unhealthy for sensitive groups
22600,safe
28893,safe
33673,safe
26572,safe
31050,safe
24076,safe
24428,safe
9579,safe
19905,safe
1451,safe
24975,safe
3347,safe
33572,safe
6602,safe
6191,safe
7086,unhealthy for sensitive groups
9053,safe
32565,safe
32391,safe
17254,safe
13241,safe
33337,safe
13393,safe
28216,safe
30794,safe
21064,safe
32370,unhealthy for sensitive groups
9839,unhealthy for sensitive groups
21534,unhealthy for sensitive groups
9668,safe
16079,safe
11466,safe
14373,safe
14094,safe
21598,unhealthy for sensitive groups
23367,safe
19080,safe
32460,safe
19616,safe
19858,safe
25934,safe
32030,safe
17096,safe
25258,safe
5841,safe
10945,safe
18420,safe
2347,safe
16963,safe
7769,safe
27988,safe
10919,safe
19784,safe
5341,safe
24050,safe
31676,unhealthy
31000,safe
13179,safe
10666,safe
24391,unhealthy for sensitive groups
12068,safe
15929,safe
4109,safe
16636,safe
23955,safe
18399,safe
34738,safe
2878,safe
10631,safe
2156,safe
15454,safe
548,safe
7383,safe
26860,safe
34261,safe
7594,safe
24470,safe
21303,safe
2103,unhealthy for sensitive groups
25036,safe
6556,safe
12739,safe
7344,safe
22240,safe
14159,safe
24811,safe
13075,safe
24104,safe
26579,safe
25684,unhealthy for sensitive groups
11330,safe
35012,safe
22483,safe
14432,safe
4835,safe
13759,safe
29196,safe
1789,safe
17860,safe
23756,safe
9829,safe
10449,safe
15480,safe
33814,safe
7978,safe
8562,safe
7306,unhealthy
25812,safe
23178,safe
6851,safe
29528,safe
517,safe
29623,safe
31347,unhealthy for sensitive groups
12389,safe
16943,safe
13628,safe
15613,safe
24012,safe
22314,safe
33532,safe
242,safe
12937,safe
23599,safe
1036,unhealthy for sensitive groups
28025,safe
1698,unhealthy for sensitive groups
7611,safe
24897,safe
19632,unhealthy
8856,safe
20774,safe
31191,safe
21573,unhealthy for sensitive groups
11665,safe
14744,safe
33609,safe
16592,safe
18567,safe
24545,safe
9249,unhealthy
15580,safe
7426,safe
31789,safe
17324,safe
27469,safe
14604,safe
19980,safe
5910,safe
10008,safe
20085,safe
30055,safe
9994,unhealthy for sensitive groups
16933,safe
23294,safe
22995,safe
4447,safe
13836,safe
7209,safe
18757,safe
6767,safe
21367,safe
23353,safe
12131,safe
17268,safe
318,safe
13104,safe
29822,safe
9747,safe
13849,safe
5349,unhealthy for sensitive groups
9710,safe
17359,safe
34797,safe
20511,unhealthy for sensitive groups
32431,safe
7177,unhealthy for sensitive groups
26573,safe
18058,safe
30231,safe
6440,safe
1424,safe
12624,safe
13243,safe
29246,safe
20826,safe
7217,safe
15536,safe
6360,safe
23981,safe
33681,safe
19445,safe
21227,safe
33826,safe
15760,safe
33779,safe
2304,safe
19252,safe
12659,safe
18319,safe
24169,safe
28213,safe
17259,safe
18924,safe
18307,safe
33407,safe
1217,safe
14591,safe
16603,safe
29197,safe
28512,safe
240,safe
33945,safe
17136,safe
29055,safe
31698,unhealthy for sensitive groups
31251,safe
34488,safe
16758,safe
3041,safe
8896,safe
27629,safe
31894,safe
28105,unhealthy for sensitive groups
690,unhealthy for sensitive groups
8728,safe
27388,safe
28788,safe
16615,safe
27251,safe
142,safe
6996,safe
20439,unhealthy for sensitive groups
9018,safe
2946,unhealthy for sensitive groups
23506,safe
5835,safe
22883,safe
13264,safe
1439,safe
27707,safe
2358,safe
32396,safe
4754,safe
4161,safe
11714,safe
12488,safe
33417,safe
6391,safe
31063,safe
6661,safe
13228,safe
16951,safe
23164,safe
17683,safe
19372,safe
16568,safe
32929,safe
5145,unhealthy for sensitive groups
31001,safe
8165,safe
27141,safe
288,safe
2396,unhealthy for sensitive groups
7598,safe
6341,safe
15076,safe
4396,safe
491,safe
28312,safe
23572,safe
28112,safe
31531,safe
33677,safe
3517,safe
3145,unhealthy for sensitive groups
9141,safe
1479,safe
16684,safe
7280,safe
32950,safe
28141,safe
34157,safe
15880,safe
21415,safe
67,unhealthy for sensitive groups
10986,safe
23769,safe
1442,safe
31430,safe
30930,unhealthy for sensitive groups
25653,safe
2994,safe
9577,safe
16547,safe
15491,safe
22141,safe
15962,safe
5401,safe
371,safe
2201,safe
33141,safe
16983,safe
9954,safe
24770,safe
12100,unhealthy for sensitive groups
26034,safe
15416,safe
11286,safe
8108,safe
7248,safe
22312,safe
28580,safe
8260,safe
21556,safe
18004,safe
29065,safe
6526,safe
11501,safe
7917,safe
12124,safe
17167,safe
10550,safe
27186,safe
28427,safe
27286,safe
24346,safe
34092,safe
16939,safe
10272,safe
20599,safe
29130,safe
29878,safe
28496,safe
8509,safe
34187,safe
11308,safe
25306,safe
4179,safe
27990,safe
34126,safe
1223,safe
6796,safe
13605,safe
32939,safe
1909,safe
9499,unhealthy for sensitive groups
21968,safe
541,safe
32493,safe
18277,safe
33585,safe
13579,unhealthy for sensitive groups
12461,safe
1481,safe
4813,safe
29890,safe
6225,safe
29072,safe
2827,unhealthy
24507,unhealthy
9820,safe
23207,safe
25165,safe
22551,safe
34587,safe
17564,unhealthy for sensitive groups
19425,safe
15822,safe
19443,safe
20841,safe
27630,unhealthy for sensitive groups
11801,safe
34279,safe
16085,safe
2351,safe
218,safe
15054,unhealthy for sensitive groups
27883,safe
9208,safe
32609,safe
7454,safe
7311,safe
13285,safe
34527,safe
32187,safe
12537,safe
1058,safe
11727,safe
1567,safe
15006,safe
1574,safe
19926,safe
7763,safe
56,safe
9575,safe
15653,safe
14530,safe
18492,safe
20843,safe
29778,safe
13311,safe
18822,safe
30750,safe
14663,safe
26696,safe
12247,safe
19314,safe
7997,safe
17986,safe
19546,safe
32478,safe
7812,safe
18846,safe
25962,safe
24070,safe
1219,safe
17461,safe
19020,safe
769,safe
16928,safe
1966,safe
2726,safe
29363,safe
23671,safe
11675,safe
685,safe
21416,safe
27115,safe
32557,safe
5691,unhealthy for sensitive groups
18138,safe
30816,safe
16775,safe
15189,unhealthy for sensitive groups
23437,safe
29171,safe
1467,safe
17042,safe
31606,safe
22223,safe
22649,unhealthy for sensitive groups
17771,safe
19872,safe
29581,safe
2877,safe
4104,safe
13541,unhealthy for sensitive groups
28440,safe
28334,safe
20903,safe
333,safe
29815,safe
2601,safe
25738,safe
28782,safe
31360,safe
26318,safe
24445,safe
18815,safe
7637,safe
23633,safe
4332,safe
22687,unhealthy for sensitive groups
22931,safe
9504,safe
21032,safe
17363,safe
21654,safe
21242,safe
2755,unhealthy for sensitive groups
6809,unhealthy for sensitive groups
21612,safe
5606,safe
16907,safe
1400,safe
14786,safe
5815,unhealthy for sensitive groups
13714,safe
3123,unhealthy for sensitive groups
14515,safe
23276,safe
34185,safe
32378,safe
25546,safe
11937,safe
3451,safe
34240,safe
7202,safe
28011,safe
24907,safe
13067,safe
26222,safe
10684,safe
29589,safe
28417,safe
16232,safe
708,safe
6255,safe
7681,safe
15657,safe
21635,safe
27420,safe
1177,safe
5577,safe
34828,unhealthy
31412,safe
10525,safe
24071,safe
13592,safe
20605,safe
20002,safe
16477,safe
20641,safe
23462,unhealthy for sensitive groups
6457,safe
30083,safe
27383,safe
2832,safe
331,safe
6478,safe
11461,safe
20838,safe
5335,safe
18246,safe
12775,safe
16039,unhealthy for sensitive groups
12731,safe
8068,safe
28723,safe
10787,safe
22660,safe
14027,unhealthy for sensitive groups
3038,safe
10133,safe
26893,safe
29343,safe
9509,safe
5078,safe
29768,safe
17830,safe
4060,safe
32192,unhealthy
1748,safe
16861,safe
26660,unhealthy for sensitive groups
3875,safe
306,safe
29063,safe
11796,safe
24833,safe
5362,safe
10204,safe
31751,safe
1808,safe
9515,safe
19038,safe
27887,safe
3661,safe
8454,safe
15137,safe
14937,safe
33750,safe
18627,safe
25857,safe
16744,safe
21864,safe
34744,safe
32185,safe
29108,safe
20021,safe
27204,safe
31865,safe
11448,safe
30089,safe
33890,safe
5305,safe
31094,safe
31192,safe
19205,safe
22103,safe
5490,safe
10187,safe
20230,unhealthy
8431,safe
26453,safe
7313,safe
4648,unhealthy for sensitive groups
5920,safe
3564,safe
8671,safe
31274,unhealthy for sensitive groups
16754,safe
7484,safe
7059,safe
33381,safe
26346,safe
13862,safe
2134,safe
29705,safe
19291,safe
16024,safe
24380,safe
22846,safe
22913,safe
19656,safe
11897,very unhealthy
24125,safe
86,safe
2634,safe
12178,safe
23721,safe
3533,safe
27831,safe
13399,safe
6596,safe
25477,safe
23871,unhealthy for sensitive groups
27873,safe
12041,unhealthy
27124,safe
32274,very unhealthy
9850,safe
21972,safe
23547,safe
10137,safe
7495,safe
15034,safe
29798,safe
10131,safe
11374,unhealthy for sensitive groups
6342,safe
25315,safe
28623,safe
27983,safe
30138,safe
18263,safe
27418,safe
19893,safe
9760,safe
30931,safe
21831,safe
1532,unhealthy for sensitive groups
15431,safe
8597,safe
14649,safe
18247,safe
18268,safe
10351,safe
15624,safe
20518,safe
2611,safe
31689,safe
4107,safe
24194,safe
19501,safe
27444,safe
20283,safe
6437,safe
24045,safe
31461,safe
19993,safe
8407,safe
8601,safe
34117,unhealthy for sensitive groups
35050,safe
29845,safe
21550,safe
9415,safe
17076,safe
34400,safe
27089,safe
33548,safe
14272,safe
12336,safe
21291,safe
13852,safe
12715,safe
4979,safe
7018,safe
22104,safe
24559,unhealthy for sensitive groups
28432,safe
3782,unhealthy for sensitive groups
25796,safe
21422,safe
34511,safe
20096,safe
25396,safe
14648,safe
1212,safe
9765,safe
6007,safe
21893,safe
13517,safe
3610,safe
6679,safe
26528,safe
5654,safe
24174,safe
12611,safe
22629,unhealthy
20041,safe
7226,safe
28079,safe
6986,safe
19051,safe
12006,safe
34016,safe
2246,safe
28217,safe
23923,safe
23341,safe
34063,safe
23790,safe
27858,safe
22324,safe
16091,safe
2523,safe
17579,safe
3370,safe
20277,safe
32796,safe
12423,safe
21304,safe
10318,safe
27689,safe
14124,unhealthy for sensitive groups
17218,safe
13459,unhealthy for sensitive groups
29169,safe
10460,safe
6282,safe
17948,safe
16434,safe
20407,safe
23005,safe
2782,unhealthy for sensitive groups
32562,unhealthy
34848,safe
14960,safe
15206,safe
29017,safe
23600,safe
8961,safe
2089,safe
19792,safe
23962,safe
29406,safe
21034,safe
25873,safe
17424,safe
32288,safe
25059,safe
793,safe
31083,safe
3300,safe
34972,safe
6398,safe
19326,safe
33446,safe
12205,safe
27802,safe
11084,unhealthy for sensitive groups
14198,safe
15279,safe
20944,safe
15285,safe
5394,safe
28026,safe
9008,safe
10552,safe
2691,safe
25458,safe
6793,safe
32719,safe
2073,safe
11972,unhealthy for sensitive groups
32481,safe
11740,safe
11274,unhealthy for sensitive groups
21431,safe
23061,safe
14745,safe
9685,safe
28804,safe
33029,safe
19585,safe
3171,safe
13029,safe
13282,safe
20530,safe
20450,unhealthy for sensitive groups
13118,unhealthy for sensitive groups
3152,safe
26774,safe
17803,safe
10143,safe
28733,safe
8406,safe
302,safe
5029,unhealthy for sensitive groups
22762,safe
5311,safe
15075,safe
10197,safe
19139,safe
3065,safe
5778,safe
23278,safe
1540,safe
19330,safe
19630,unhealthy for sensitive groups
18943,safe
13658,safe
33546,safe
18755,safe
22359,safe
25947,safe
28096,unhealthy
2816,unhealthy for sensitive groups
22333,safe
16262,safe
15709,unhealthy for sensitive groups
22493,safe
7511,safe
16717,safe
6812,safe
12716,safe
16759,safe
9630,safe
21558,safe
11716,safe
1493,safe
21298,safe
5114,safe
24072,safe
33230,safe
20247,unhealthy for sensitive groups
21679,safe
28305,safe
32843,safe
2393,safe
24661,safe
4301,safe
908,safe
19769,safe
22459,safe
22951,safe
14859,safe
28480,safe
17654,unhealthy for sensitive groups
22010,safe
13290,safe
5558,safe
21255,safe
5550,very unhealthy
5190,safe
6644,safe
12600,safe
19484,safe
25196,safe
12061,safe
24162,safe
18569,safe
32116,safe
33885,safe
33685,safe
19863,safe
24442,safe
25280,safe
5704,safe
15086,safe
3325,safe
22696,unhealthy for sensitive groups
26375,safe
25330,safe
34054,safe
6442,safe
17439,safe
10991,safe
2656,safe
14500,safe
13922,safe
8271,safe
11059,safe
15569,safe
10852,safe
28287,safe
25380,safe
3425,safe
26035,safe
9198,safe
17398,safe
8486,safe
10216,safe
8055,safe
23604,safe
23387,safe
9605,unhealthy for sensitive groups
9174,safe
8704,safe
11426,safe
6723,safe
4130,safe
27685,unhealthy for sensitive groups
15221,safe
17369,safe
7109,safe
16458,safe
13257,safe
3959,safe
3476,safe
6431,safe
29662,safe
8761,safe
6533,safe
2294,safe
14308,safe
24146,safe
30157,safe
19266,safe
33063,safe
968,safe
25457,safe
18692,safe
12610,safe
9510,safe
32920,safe
22547,safe
15667,safe
9290,unhealthy for sensitive groups
6587,safe
18768,safe
26241,very unhealthy
23369,safe
34422,unhealthy for sensitive groups
26234,unhealthy for sensitive groups
2543,safe
30870,safe
16743,safe
11531,safe
29056,safe
2881,safe
2165,safe
26881,safe
13944,safe
23732,safe
10976,safe
15871,safe
12854,safe
31264,safe
10303,safe
15765,unhealthy for sensitive groups
26154,safe
32943,safe
6361,safe
2158,safe
23274,safe
23811,unhealthy for sensitive groups
20756,safe
12963,safe
16944,safe
9709,safe
11110,unhealthy for sensitive groups
5458,safe
19046,safe
22529,safe
23704,unhealthy for sensitive groups
12603,safe
31299,safe
14524,safe
14078,safe
2996,safe
29083,safe
19101,safe
17155,safe
26656,safe
18616,safe
11076,unhealthy
2277,safe
5229,safe
1649,safe
21867,safe
32804,safe
2112,safe
22102,safe
24656,safe
11156,safe
8923,safe
17923,safe
1663,safe
32847,safe
26663,safe
14782,safe
12840,safe
8815,safe
29534,safe
20691,safe
22936,safe
12307,safe
10030,unhealthy
30741,safe
33327,safe
20956,safe
20188,safe
11390,unhealthy for sensitive groups
29177,safe
274,safe
32644,safe
1865,safe
6311,safe
12386,safe
26810,safe
10695,safe
19404,safe
12013,safe
13317,safe
114,unhealthy for sensitive groups
18781,safe
4992,safe
29509,safe
27738,safe
16256,safe
34324,safe
33014,safe
25456,safe
7748,safe
1031,safe
22209,safe
18409,safe
30866,safe
31942,safe
2771,safe
10660,safe
28053,safe
14699,safe
30072,safe
11807,safe
33949,safe
10755,safe
2181,safe
27304,safe
10798,safe
1097,safe
32363,unhealthy for sensitive groups
3437,safe
10115,unhealthy for sensitive groups
31238,safe
22212,safe
19686,safe
8366,safe
27334,safe
31661,unhealthy for sensitive groups
10246,safe
15513,safe
18540,safe
17434,safe
9010,safe
14434,safe
19406,safe
24718,safe
18162,unhealthy for sensitive groups
27450,safe
19088,safe
29805,safe
31188,safe
21783,safe
34478,safe
17743,safe
7870,safe
9493,safe
22434,safe
3319,safe
4377,safe
9691,safe
3014,safe
31755,safe
31361,safe
12493,safe
20251,safe
21355,safe
7169,safe
15843,safe
1621,safe
5334,safe
17000,safe
28945,safe
5050,safe
2258,safe
30030,unhealthy for sensitive groups
8535,safe
34755,safe
34106,unhealthy for sensitive groups
914,safe
34258,safe
9289,safe
18482,safe
4896,unhealthy for sensitive groups
31298,unhealthy for sensitive groups
10577,safe
21721,safe
27276,safe
25490,unhealthy for sensitive groups
32024,unhealthy
18871,safe
22157,safe
9029,safe
34449,safe
6040,safe
26617,safe
14347,safe
13608,safe
33501,safe
25357,safe
24005,safe
34703,safe
34064,safe
4582,safe
12985,safe
28805,safe
2553,safe
16138,safe
21646,safe
14955,safe
15069,safe
17774,safe
4079,safe
30720,safe
24540,safe
14766,safe
30748,safe
32620,safe
8286,safe
25153,safe
7777,safe
29260,safe
2923,safe
34631,safe
13417,safe
19761,safe
16266,safe
22325,safe
15407,unhealthy for sensitive groups
6958,safe
1958,safe
23583,safe
12539,safe
18851,safe
11690,safe
18611,safe
28641,safe
23565,safe
6798,safe
27940,safe
5174,safe
20411,safe
13322,safe
1001,safe
21587,safe
12048,safe
13388,safe
13663,safe
8935,safe
32898,safe
18387,safe
12382,safe
28938,safe
590,safe
23720,safe
20031,safe
32227,unhealthy for sensitive groups
24417,unhealthy for sensitive groups
522,safe
13687,safe
11583,safe
23474,safe
10608,safe
32982,safe
26559,safe
8747,unhealthy for sensitive groups
19113,safe
17011,safe
33544,safe
20760,safe
5175,safe
21163,safe
33969,unhealthy for sensitive groups
15680,safe
11243,safe
6883,safe
8193,safe
25932,safe
21602,safe
7652,unhealthy for sensitive groups
24641,safe
13495,safe
16988,safe
10724,safe
22926,safe
14716,safe
29678,safe
34808,unhealthy
34878,safe
23501,safe
15179,safe
20434,safe
29801,unhealthy for sensitive groups
24435,safe
20208,safe
10231,safe
18265,safe
22557,safe
20828,safe
31182,safe
32989,safe
54,safe
4873,safe
15922,safe
31177,safe
32079,safe
