,aqi_ozone
545810,safe
1206383,unhealthy for sensitive groups
130431,safe
381404,safe
162126,safe
595423,safe
1048592,safe
606275,safe
413138,safe
1203755,safe
141358,safe
802556,safe
544182,safe
894814,safe
401509,safe
151642,safe
58095,safe
818303,safe
514027,safe
478843,safe
593348,safe
704108,safe
1055071,safe
122409,safe
1204469,safe
1133082,safe
214527,safe
511887,safe
962528,safe
1119906,safe
1175385,safe
781138,unhealthy for sensitive groups
232799,safe
321565,safe
367297,safe
119128,safe
1203131,safe
667370,safe
275176,safe
102812,safe
277592,safe
919163,safe
295604,safe
142282,safe
629798,safe
824258,safe
1199631,safe
558289,safe
159098,safe
863681,unhealthy for sensitive groups
461780,safe
93505,safe
1057613,safe
47122,safe
690438,safe
674431,safe
1150834,safe
190755,safe
103550,safe
221688,unhealthy for sensitive groups
1089156,safe
908120,safe
909983,safe
350170,unhealthy for sensitive groups
617120,safe
394596,safe
1065257,safe
832730,safe
911591,safe
629974,safe
393756,safe
89161,safe
136309,unhealthy
1055381,safe
691815,safe
516562,safe
125660,safe
909275,safe
190671,safe
327903,safe
927142,safe
94530,unhealthy for sensitive groups
493863,safe
973665,safe
440503,safe
335185,safe
273939,safe
394157,safe
318277,safe
326017,safe
926242,safe
651107,safe
1135700,safe
425303,safe
635999,safe
750885,safe
845059,safe
981895,safe
428670,safe
102369,safe
910278,safe
417828,safe
174857,safe
575770,safe
1093436,safe
1063749,safe
1135072,safe
847064,safe
1145633,safe
805722,safe
1206135,safe
448852,safe
751955,safe
119980,safe
713133,safe
206143,safe
403070,safe
862118,safe
139698,unhealthy
782069,safe
932676,safe
951896,safe
64542,unhealthy for sensitive groups
253134,safe
677951,safe
352453,safe
166576,safe
806819,safe
1053,safe
42963,safe
916918,safe
706316,safe
610032,safe
1139361,safe
728178,safe
49491,safe
730857,safe
1085026,safe
982540,safe
255134,safe
58324,unhealthy for sensitive groups
994088,unhealthy for sensitive groups
412544,safe
861644,safe
1023487,safe
1141923,safe
291478,safe
471753,safe
458504,safe
1081969,safe
372104,safe
884712,safe
1193760,safe
1179909,safe
655800,safe
398992,safe
873786,safe
964450,safe
426332,safe
127131,unhealthy for sensitive groups
70234,safe
552925,safe
83315,unhealthy for sensitive groups
319598,safe
132653,safe
396732,safe
906658,safe
1010838,safe
254785,safe
1036819,safe
911724,safe
987976,safe
632520,safe
261593,safe
984395,safe
1192751,safe
72384,unhealthy for sensitive groups
1195783,safe
164306,safe
86679,unhealthy for sensitive groups
527750,safe
1013087,safe
1198798,safe
15723,safe
378583,safe
209039,safe
158049,unhealthy for sensitive groups
729334,safe
83595,safe
46118,safe
264197,safe
750905,safe
192537,safe
1051607,safe
568110,safe
822078,safe
342644,safe
915119,safe
331317,safe
1162007,unhealthy for sensitive groups
674957,safe
463167,safe
1029473,unhealthy for sensitive groups
953664,safe
184857,safe
445542,safe
837037,safe
496080,safe
455887,safe
1009557,safe
1127935,safe
460386,safe
737503,safe
910538,safe
768867,safe
809033,safe
112085,safe
660839,safe
625559,safe
595774,safe
60067,safe
290829,safe
721647,safe
1094977,safe
741790,safe
903113,safe
807403,unhealthy
813804,safe
1052005,safe
313807,safe
854412,safe
33174,safe
15552,unhealthy for sensitive groups
905171,safe
1078008,safe
634086,safe
1204554,safe
146134,safe
792985,safe
462459,safe
405065,safe
1005576,unhealthy for sensitive groups
153400,unhealthy for sensitive groups
1039437,safe
1155366,safe
721680,safe
237701,unhealthy for sensitive groups
176687,safe
1189711,unhealthy
1095772,unhealthy for sensitive groups
296219,safe
489375,safe
346063,safe
577787,safe
1157020,safe
535439,safe
914920,safe
601038,safe
541374,safe
781151,safe
433930,safe
964220,safe
1187098,safe
628121,safe
673797,safe
103383,safe
674340,unhealthy for sensitive groups
601871,safe
728284,safe
774714,safe
1566,safe
1038323,safe
603503,unhealthy for sensitive groups
366528,very unhealthy
740426,unhealthy for sensitive groups
403292,safe
308444,safe
184397,safe
18315,safe
856881,unhealthy for sensitive groups
611715,safe
903326,safe
383863,safe
724913,safe
837437,safe
423983,unhealthy for sensitive groups
711577,safe
369376,safe
1201038,safe
782518,safe
146009,safe
26037,safe
208643,safe
1083514,safe
767259,safe
198962,safe
774064,safe
75654,safe
264594,safe
1171172,safe
664169,safe
566510,safe
74768,safe
257766,safe
119317,safe
594399,unhealthy for sensitive groups
198126,safe
991248,safe
819632,safe
18270,safe
915406,safe
612216,safe
1105337,safe
612405,safe
626143,safe
56912,safe
937741,safe
256257,safe
590421,safe
322012,safe
1193856,safe
518026,safe
737947,safe
773722,safe
416677,safe
859558,safe
721538,safe
3060,safe
912723,safe
364783,safe
963939,safe
20943,safe
549454,safe
636278,unhealthy for sensitive groups
968656,safe
1049333,safe
154087,safe
644851,safe
1113190,safe
1112729,safe
572116,safe
349424,safe
246206,safe
344792,safe
700924,safe
325436,safe
25866,safe
811673,safe
30951,safe
913921,safe
517946,safe
50983,safe
687114,safe
408776,safe
668112,safe
832229,safe
117850,safe
964010,safe
213435,safe
884051,safe
806444,safe
628325,safe
992882,safe
481450,safe
764883,safe
655208,safe
387264,unhealthy for sensitive groups
730310,safe
855072,safe
634890,safe
912624,safe
915631,safe
266304,safe
306813,unhealthy
1019743,safe
1009657,safe
649647,safe
220594,safe
765924,safe
984161,safe
653816,safe
952235,safe
218277,safe
41889,safe
262796,safe
904567,safe
263185,safe
413167,safe
1088419,safe
1057064,safe
832287,safe
941280,safe
299104,safe
1130045,safe
876730,safe
733988,safe
904318,safe
645675,safe
69922,safe
232225,safe
1089784,safe
429256,safe
525571,safe
1101133,safe
107257,safe
240536,safe
738539,safe
280075,safe
1033016,safe
186253,safe
1164168,unhealthy for sensitive groups
1041920,safe
219724,safe
479199,safe
926736,safe
175237,safe
874713,safe
905929,safe
439880,safe
697065,safe
36954,safe
977380,safe
510997,safe
390641,safe
1163117,safe
694368,safe
179549,safe
97286,safe
1091823,safe
200188,safe
915330,unhealthy for sensitive groups
402489,safe
36207,safe
83544,safe
915354,unhealthy for sensitive groups
1148782,safe
237283,safe
70596,safe
26064,safe
348355,safe
188105,safe
835579,safe
472821,safe
875697,safe
93723,safe
759027,safe
905313,safe
1011843,safe
988353,safe
908929,safe
763087,safe
118660,safe
1121171,safe
388953,safe
480206,safe
288387,safe
622973,safe
715653,safe
19692,safe
232422,safe
773672,safe
791829,safe
1152048,safe
51188,safe
379185,unhealthy
259519,safe
1172047,safe
588000,safe
759761,safe
544738,safe
686959,safe
803818,safe
577358,safe
1177383,safe
169911,safe
373892,safe
452515,safe
922623,safe
7974,safe
477417,safe
235264,safe
47144,safe
1048089,safe
747304,safe
1137970,safe
512759,safe
469883,safe
587316,safe
687739,safe
253535,safe
531493,safe
1205370,safe
886871,safe
221182,safe
1115924,safe
547672,safe
946448,safe
964253,safe
865900,safe
330035,safe
2196,safe
331636,safe
674515,unhealthy for sensitive groups
780417,safe
911494,safe
225587,safe
371970,safe
143933,safe
534412,safe
144730,unhealthy for sensitive groups
187930,safe
894502,safe
796945,safe
847102,safe
380661,safe
574644,safe
868785,safe
824062,safe
203668,safe
918468,unhealthy for sensitive groups
607542,unhealthy for sensitive groups
443484,safe
1131549,safe
877866,safe
23409,safe
253113,safe
196237,safe
919167,safe
312203,unhealthy for sensitive groups
317698,unhealthy for sensitive groups
1034993,safe
407934,safe
258956,safe
641796,unhealthy for sensitive groups
6246,safe
542476,safe
281517,safe
688306,safe
81139,safe
860938,safe
1056093,safe
915230,safe
568789,safe
1115254,safe
360425,safe
422519,safe
239115,safe
698190,safe
1094106,safe
576455,unhealthy
906614,safe
594324,very unhealthy
818428,safe
786001,safe
638244,safe
855733,safe
1166586,safe
61181,unhealthy for sensitive groups
679083,safe
163094,unhealthy for sensitive groups
339449,safe
586196,safe
224191,safe
596128,safe
601189,safe
343999,safe
1061572,safe
422334,safe
157838,safe
396106,safe
659380,safe
480985,safe
873056,unhealthy for sensitive groups
885386,unhealthy for sensitive groups
1202838,safe
520825,safe
672082,safe
1089416,safe
401212,safe
622014,safe
579551,safe
46689,safe
329779,safe
1108177,safe
59768,safe
512656,safe
816379,safe
1176918,safe
715028,safe
416050,safe
1185436,safe
905277,safe
324654,safe
209105,safe
1043746,safe
18297,safe
181567,safe
671670,safe
313753,safe
1030394,safe
1018532,unhealthy
29628,safe
193484,safe
1073543,safe
718401,safe
905814,safe
38365,safe
510616,safe
813910,safe
275662,safe
267332,unhealthy for sensitive groups
458508,safe
35055,safe
301115,safe
912839,safe
910230,safe
221408,safe
785809,safe
687964,safe
433512,safe
641645,unhealthy for sensitive groups
1163046,unhealthy for sensitive groups
265721,safe
111092,safe
163717,safe
55842,safe
435089,safe
379583,safe
949589,safe
284849,safe
1008278,safe
454621,safe
1168529,safe
1112486,safe
987766,safe
105125,safe
878670,safe
377810,safe
25155,unhealthy
910136,safe
221600,safe
727836,safe
304889,unhealthy
382933,safe
18567,safe
138138,unhealthy
89898,unhealthy for sensitive groups
522777,safe
574044,safe
61445,unhealthy for sensitive groups
922732,safe
914341,safe
293110,safe
528481,safe
221608,unhealthy for sensitive groups
576120,safe
154480,safe
371777,safe
507034,safe
765182,safe
45783,safe
190273,safe
152125,safe
1040949,safe
175868,safe
817049,safe
653404,safe
548873,safe
10359,unhealthy
1192324,unhealthy for sensitive groups
835966,safe
1048190,safe
915029,safe
481069,safe
967194,safe
876697,safe
473030,safe
718168,unhealthy for sensitive groups
892142,safe
76899,safe
382971,safe
914487,safe
1046045,safe
1021715,safe
16578,safe
987574,safe
490422,safe
1193161,safe
642033,safe
819979,safe
412920,safe
1032882,safe
632349,safe
148053,safe
886295,safe
915128,safe
1007783,safe
1200703,safe
730694,safe
116360,safe
915110,safe
957546,safe
89567,unhealthy for sensitive groups
532924,safe
23958,safe
84958,safe
384565,unhealthy for sensitive groups
1033984,safe
932067,safe
402234,safe
676952,unhealthy for sensitive groups
608676,unhealthy for sensitive groups
530539,safe
426901,safe
912611,safe
1102498,safe
594949,safe
1036589,safe
1022553,safe
698264,safe
1011785,safe
900791,safe
484913,safe
295336,safe
891308,safe
171625,safe
8487,safe
886087,safe
559390,safe
1067606,safe
1197391,safe
856760,safe
439867,safe
430331,safe
697069,safe
217861,safe
612759,safe
491392,safe
630503,safe
1203185,safe
779200,safe
566910,safe
1114689,safe
807395,safe
781751,safe
680883,safe
912337,unhealthy for sensitive groups
513775,safe
1129844,safe
32490,safe
1104282,safe
816828,safe
454109,safe
960995,safe
653996,unhealthy for sensitive groups
290515,safe
621581,safe
616320,safe
467067,safe
1186604,safe
366043,safe
19071,safe
534855,safe
530259,safe
464783,safe
183590,safe
841833,safe
215021,safe
96498,safe
722252,safe
1095513,safe
381441,safe
412661,safe
429832,safe
956766,safe
11988,safe
1205446,safe
561826,safe
170547,unhealthy for sensitive groups
158905,safe
1088377,unhealthy for sensitive groups
195033,unhealthy for sensitive groups
1047247,unhealthy for sensitive groups
1053006,safe
352616,safe
909154,safe
1186839,unhealthy for sensitive groups
248765,safe
947948,safe
536869,safe
246004,safe
278420,safe
1059964,safe
13977,safe
431860,safe
1036928,safe
507694,safe
710414,safe
249209,safe
337753,safe
747900,safe
20529,safe
533526,safe
912392,safe
288,safe
937406,safe
778554,safe
443460,safe
449186,safe
724546,safe
650393,safe
434282,safe
121871,safe
1130481,safe
1148648,safe
498153,safe
171575,safe
285918,safe
528852,safe
196534,safe
411776,safe
79788,safe
118836,safe
1040002,safe
577267,safe
206644,unhealthy for sensitive groups
903926,safe
516010,safe
1193320,safe
847273,safe
172804,safe
915003,safe
169970,safe
1090530,safe
981435,safe
560772,safe
230969,safe
471720,safe
735708,safe
922456,safe
957571,safe
982071,unhealthy for sensitive groups
101737,safe
35253,safe
151377,safe
1060935,safe
940815,safe
772531,safe
733271,safe
606361,safe
887166,unhealthy for sensitive groups
1143125,safe
125100,safe
559089,safe
781938,safe
819,safe
2988,safe
907181,safe
937971,safe
468335,safe
32553,safe
1129275,safe
413547,safe
539164,safe
436380,safe
98840,safe
899174,safe
1024774,safe
645875,safe
114857,safe
908769,safe
236614,unhealthy
798912,safe
21186,safe
1172248,safe
803953,safe
274236,safe
290060,safe
457993,safe
434724,safe
282834,safe
554280,safe
651793,safe
519497,safe
498671,safe
587731,safe
914776,safe
770261,safe
1205200,safe
961757,safe
145528,safe
1155169,safe
1131683,safe
1161304,safe
1205470,safe
261171,safe
408726,safe
607145,unhealthy for sensitive groups
553480,safe
774835,safe
793084,safe
427110,safe
478760,safe
1082911,safe
134206,safe
67521,safe
157182,unhealthy for sensitive groups
585525,safe
18648,safe
775910,unhealthy for sensitive groups
596391,very unhealthy
750943,safe
1026185,safe
632478,safe
173664,safe
161494,safe
910535,safe
1164260,safe
627151,safe
1003761,unhealthy
1042121,safe
169601,safe
498466,safe
1088855,safe
102356,safe
1048558,safe
379189,unhealthy
455653,safe
967847,safe
289900,safe
1144498,safe
1055406,safe
281789,safe
74404,safe
47266,safe
1179616,safe
572381,safe
65898,safe
1116196,safe
623252,safe
644875,safe
161351,safe
900045,safe
815828,safe
1079880,safe
85083,safe
645180,unhealthy for sensitive groups
486689,safe
166580,safe
1107473,safe
836272,safe
369673,safe
1075544,safe
1164327,unhealthy
966189,safe
914682,safe
736505,safe
861840,safe
965435,safe
1011345,safe
1129677,safe
155145,safe
418507,safe
667912,safe
115865,safe
907980,safe
1022285,safe
300178,safe
776035,safe
598856,safe
763071,safe
1169069,safe
390280,safe
581321,safe
669091,safe
184861,safe
1131323,safe
555410,safe
813669,safe
163312,safe
760574,safe
590263,safe
438868,safe
1079088,safe
1022461,safe
111443,safe
1203734,safe
452226,safe
78739,safe
780817,safe
497200,safe
20907,safe
499013,safe
880700,safe
639515,safe
395445,safe
463020,safe
904880,safe
1131189,safe
778167,safe
1004824,safe
1043206,safe
7542,unhealthy for sensitive groups
375766,safe
1137689,safe
353335,unhealthy for sensitive groups
582306,unhealthy for sensitive groups
865851,safe
1170514,safe
443870,safe
1061915,safe
984190,safe
451218,unhealthy for sensitive groups
1200846,safe
1073978,safe
178064,safe
593965,safe
564396,safe
1039634,safe
686351,safe
212181,unhealthy
737343,safe
148421,safe
272685,safe
51384,safe
1052663,safe
392742,safe
456518,safe
245458,safe
923867,safe
1127868,safe
1052730,unhealthy for sensitive groups
1014382,safe
53107,safe
527196,safe
825980,safe
928005,safe
425548,unhealthy for sensitive groups
1022427,unhealthy for sensitive groups
495704,safe
371677,safe
929475,safe
526344,safe
1188840,safe
721051,unhealthy
1115585,safe
893202,safe
359676,safe
657629,safe
556681,safe
1187730,safe
1025808,safe
1153733,safe
586142,safe
1105840,safe
572064,safe
1015563,safe
211532,unhealthy for sensitive groups
824278,safe
320946,safe
703712,safe
1023131,safe
843429,safe
373872,safe
1043876,safe
685658,safe
500694,safe
1195184,safe
886108,safe
14481,safe
179745,safe
1185235,safe
326644,safe
157374,unhealthy for sensitive groups
1143920,safe
916386,safe
790477,safe
882225,safe
202203,unhealthy for sensitive groups
1146356,safe
692390,safe
259234,safe
1157753,safe
698749,safe
599490,unhealthy
911934,safe
778775,safe
769267,safe
9909,safe
1054179,safe
652503,safe
920793,safe
673839,safe
805542,safe
1138481,safe
765100,safe
419676,safe
945217,safe
834428,safe
1075946,safe
218509,safe
300930,safe
22698,unhealthy
210479,safe
614778,safe
842212,safe
147388,safe
1138816,unhealthy for sensitive groups
1059017,safe
536447,safe
393969,unhealthy for sensitive groups
379739,unhealthy for sensitive groups
898453,safe
181513,safe
1033892,safe
324256,safe
319426,safe
96162,unhealthy for sensitive groups
37781,safe
164957,safe
1084678,unhealthy for sensitive groups
872181,safe
838866,safe
753347,safe
535657,safe
155440,safe
404823,safe
32832,safe
780017,safe
547714,safe
761112,safe
932197,safe
44046,safe
987201,safe
527854,safe
733596,safe
742952,safe
633498,safe
82103,unhealthy for sensitive groups
230906,safe
775215,safe
1011077,safe
1620,safe
359047,very unhealthy
1009532,safe
684536,safe
906081,safe
771315,safe
1205134,unhealthy for sensitive groups
585820,safe
576862,unhealthy for sensitive groups
1094834,safe
90861,safe
711165,safe
1204221,safe
39253,safe
286688,unhealthy
114924,safe
612630,safe
222490,safe
74831,safe
579768,safe
751931,safe
70090,safe
285547,safe
474728,safe
909816,unhealthy for sensitive groups
824779,safe
112711,safe
938612,safe
1061174,safe
669116,safe
292905,safe
389476,safe
408594,safe
206837,unhealthy
255053,safe
56632,safe
893898,safe
1200339,safe
1069768,safe
243599,safe
741586,safe
684027,safe
140330,safe
1038457,safe
912858,safe
16488,safe
633436,safe
1166284,safe
985463,safe
312561,safe
264615,safe
96729,safe
653710,safe
917324,safe
589805,safe
1006845,safe
802257,very unhealthy
289014,safe
76375,safe
1088185,safe
87516,safe
1193488,safe
1145093,safe
58099,safe
1123688,safe
687824,safe
704174,unhealthy for sensitive groups
333864,safe
848473,unhealthy for sensitive groups
316747,safe
644597,safe
235109,safe
972267,unhealthy for sensitive groups
514214,safe
768271,safe
733352,safe
6885,safe
323939,safe
573056,safe
672516,safe
509678,unhealthy for sensitive groups
845174,safe
12690,safe
818628,safe
907614,safe
87703,safe
768542,safe
765733,safe
905716,safe
764904,safe
206181,safe
555630,safe
399975,safe
631891,safe
371343,safe
1136395,safe
821604,safe
323402,safe
512218,safe
193198,safe
910478,unhealthy for sensitive groups
777380,safe
925274,safe
887186,unhealthy for sensitive groups
767174,safe
50286,safe
1196118,safe
545827,safe
1025578,safe
277462,safe
1017938,unhealthy for sensitive groups
992471,safe
458316,safe
915692,safe
29178,safe
1201139,safe
425721,safe
37794,safe
271013,safe
621260,safe
901040,safe
899378,safe
515013,safe
483736,safe
321410,safe
1088821,safe
1010595,safe
1003794,unhealthy
938746,safe
19386,safe
1080973,safe
1147442,safe
1066195,safe
940685,safe
77067,safe
538830,safe
13572,safe
597436,safe
976580,safe
203230,safe
526307,safe
238257,unhealthy for sensitive groups
870852,safe
587043,safe
414630,safe
508911,safe
850590,unhealthy for sensitive groups
494281,safe
466305,safe
317202,safe
538570,unhealthy for sensitive groups
957412,safe
1183895,unhealthy
87279,safe
344212,safe
570670,safe
552478,safe
181756,safe
623773,safe
683149,safe
169723,safe
1144021,safe
226216,safe
1049270,safe
1184037,safe
145278,safe
197471,unhealthy for sensitive groups
932763,safe
167039,safe
873432,safe
350678,unhealthy
104125,safe
128000,safe
221641,safe
487050,safe
599498,very unhealthy
665365,safe
53794,safe
798541,safe
877144,unhealthy for sensitive groups
495858,safe
140284,safe
1181985,safe
598048,safe
28647,unhealthy for sensitive groups
272330,safe
598836,safe
578392,safe
237061,unhealthy for sensitive groups
876952,safe
1087774,safe
985823,safe
814144,safe
945706,safe
1096786,safe
875897,safe
501765,safe
450,safe
554129,safe
369322,safe
426892,safe
3033,safe
151548,safe
1161078,unhealthy for sensitive groups
71185,safe
680184,safe
940417,safe
775856,safe
143983,safe
73584,safe
823200,safe
485545,safe
399549,safe
637420,safe
18666,safe
125078,safe
1039207,safe
860804,safe
487304,safe
755760,unhealthy for sensitive groups
62677,safe
828748,safe
298017,safe
980970,safe
936611,safe
472206,safe
891108,safe
389706,safe
177114,safe
830939,safe
19152,safe
125804,safe
355143,safe
869606,safe
124238,unhealthy for sensitive groups
1071787,safe
896799,safe
438835,safe
436130,safe
741186,safe
458345,safe
1047490,safe
32517,safe
550067,safe
755981,safe
83089,safe
704545,safe
236786,unhealthy
359630,safe
1029502,unhealthy for sensitive groups
227616,safe
673022,safe
245262,safe
960128,safe
857629,safe
1189012,unhealthy for sensitive groups
150057,safe
197905,safe
167403,safe
408185,safe
138056,unhealthy for sensitive groups
271937,safe
1204265,safe
539574,very unhealthy
335720,safe
836537,safe
788853,safe
272066,safe
70558,safe
1121096,safe
1029841,safe
1053433,safe
778485,safe
673655,safe
846673,safe
264493,safe
345891,safe
901162,safe
807812,safe
275256,safe
741112,safe
194435,safe
462991,safe
253615,safe
15957,safe
798455,safe
19539,unhealthy for sensitive groups
984496,safe
853261,safe
912584,safe
1149527,unhealthy
81975,safe
953329,safe
667166,safe
341728,safe
1111079,safe
436138,unhealthy for sensitive groups
736371,safe
61231,unhealthy for sensitive groups
9054,safe
373700,safe
149242,safe
673480,safe
257867,safe
91286,safe
1161949,unhealthy for sensitive groups
478379,safe
1203763,safe
752640,safe
431305,safe
1188543,unhealthy for sensitive groups
1206311,safe
8721,safe
1203516,safe
15246,safe
916851,safe
260079,safe
411882,safe
704312,safe
108580,safe
319016,safe
362140,unhealthy for sensitive groups
136714,safe
17973,safe
21240,unhealthy for sensitive groups
300754,safe
898061,safe
193821,safe
951436,unhealthy for sensitive groups
328597,safe
941636,safe
769198,safe
6984,safe
593140,safe
589168,safe
1049505,safe
529514,safe
595799,safe
9153,safe
319393,safe
736955,safe
908557,safe
914362,safe
488609,safe
1077367,safe
529426,safe
15363,safe
913352,safe
665548,safe
915158,safe
382883,unhealthy for sensitive groups
958550,safe
844974,safe
602029,safe
367695,safe
160143,safe
1160307,safe
198249,safe
1054313,safe
848729,unhealthy for sensitive groups
833012,safe
267553,unhealthy for sensitive groups
194619,safe
160404,safe
1025741,safe
1200201,safe
1009624,safe
368318,safe
584570,safe
871577,safe
608547,safe
12159,unhealthy for sensitive groups
217518,safe
877282,safe
961200,safe
82759,safe
949958,safe
508159,safe
1142153,safe
505708,safe
485773,safe
877470,safe
883429,safe
917550,safe
85871,safe
311456,safe
1154034,safe
133615,safe
761386,safe
366052,unhealthy for sensitive groups
1184138,safe
580735,safe
511081,safe
137137,safe
1065998,safe
189386,safe
914377,safe
14760,safe
74076,safe
963365,safe
796140,safe
1203124,safe
1141274,safe
56460,unhealthy for sensitive groups
570037,safe
58793,safe
952566,safe
375451,safe
668990,safe
937607,safe
1203777,safe
476723,safe
889875,safe
984525,safe
441012,safe
432759,safe
1023793,safe
869602,safe
297804,safe
518870,safe
121105,safe
789310,safe
895423,safe
668475,safe
461608,safe
728333,safe
339232,safe
738752,unhealthy
1095571,safe
265717,safe
316984,safe
1001516,safe
868806,safe
39984,safe
63701,safe
50704,unhealthy for sensitive groups
259892,safe
802724,safe
736367,safe
173263,safe
1162246,unhealthy
1008048,safe
692583,safe
872018,safe
1085591,unhealthy for sensitive groups
36996,unhealthy for sensitive groups
210759,safe
580086,safe
687914,safe
1149217,safe
22842,safe
792684,safe
845522,safe
237274,safe
28809,safe
485160,safe
25740,safe
161703,safe
987833,safe
916449,safe
1015257,safe
937938,safe
329771,safe
922661,safe
1142488,safe
81848,safe
610836,safe
1000247,safe
402523,safe
185609,safe
298840,unhealthy for sensitive groups
686938,safe
180666,safe
334960,safe
638357,safe
367131,safe
1152467,safe
277612,safe
134638,safe
406832,safe
44163,safe
735994,safe
927205,safe
366679,unhealthy
910721,safe
841996,safe
1203228,safe
252921,safe
613776,safe
1088947,safe
391757,safe
120133,safe
59986,safe
1147090,unhealthy for sensitive groups
672291,safe
395065,safe
1083778,safe
346466,safe
838421,safe
178966,safe
1007540,safe
398850,safe
993125,safe
497670,safe
1205881,safe
77498,safe
1191076,safe
377107,safe
1123315,safe
351916,safe
697160,safe
1100936,safe
419500,unhealthy for sensitive groups
140321,safe
440118,safe
880225,safe
1176889,safe
67185,unhealthy for sensitive groups
186478,safe
396781,safe
47085,safe
790804,unhealthy for sensitive groups
689110,safe
53816,unhealthy for sensitive groups
647997,safe
1077832,safe
947881,safe
664031,safe
1023328,safe
505982,safe
499658,safe
13329,safe
787926,safe
377187,safe
1143727,safe
69816,safe
754081,safe
509120,unhealthy for sensitive groups
908801,safe
357809,safe
945079,safe
967336,safe
421015,safe
347878,safe
1205037,unhealthy for sensitive groups
910483,unhealthy for sensitive groups
915064,safe
514198,safe
908170,safe
928374,safe
160883,safe
1110074,safe
624014,safe
737007,safe
1133384,safe
916654,safe
866336,safe
415697,safe
298886,safe
655217,safe
240762,safe
823820,safe
1205015,unhealthy for sensitive groups
610257,safe
10719,safe
984194,safe
308264,unhealthy
593619,unhealthy for sensitive groups
473928,safe
884912,safe
906887,safe
354750,safe
37035,unhealthy for sensitive groups
746908,unhealthy for sensitive groups
651222,safe
231652,unhealthy for sensitive groups
871781,safe
1068075,unhealthy for sensitive groups
323365,safe
830808,safe
661091,safe
1054782,safe
8361,safe
918903,safe
671920,safe
776898,safe
552419,safe
626530,safe
1128203,safe
464477,safe
135197,safe
809947,safe
699664,safe
780984,safe
62444,safe
6327,safe
912780,safe
166302,safe
1037762,safe
723779,safe
317646,unhealthy for sensitive groups
603047,safe
1110954,safe
173121,safe
915984,safe
642192,unhealthy for sensitive groups
290018,safe
614101,safe
15048,safe
667390,safe
340487,safe
955263,unhealthy for sensitive groups
208258,safe
447001,safe
446512,safe
691017,safe
94718,safe
225825,safe
1143230,safe
908282,safe
132988,safe
505875,safe
606215,safe
1205982,safe
1037460,safe
24012,safe
999298,safe
117875,safe
910156,unhealthy for sensitive groups
837862,safe
602271,safe
209447,safe
215686,safe
1121833,safe
254367,safe
1021657,unhealthy
148648,safe
230356,safe
144876,safe
226005,safe
837054,safe
932997,safe
19188,safe
693115,safe
466796,safe
247047,safe
64742,safe
575962,safe
1035198,safe
1156337,safe
509534,safe
1088281,safe
872185,safe
1099763,safe
1140081,safe
47618,safe
1117874,safe
598273,safe
778833,unhealthy for sensitive groups
1146352,safe
239683,unhealthy for sensitive groups
711206,safe
130997,unhealthy for sensitive groups
942738,safe
633240,safe
1037753,safe
617730,safe
779158,safe
759243,safe
661764,safe
838637,safe
681009,safe
636036,unhealthy for sensitive groups
689253,safe
387004,safe
1183359,safe
1205806,safe
677009,unhealthy for sensitive groups
640283,safe
132151,safe
1106539,safe
90898,safe
904615,safe
1175624,safe
1064754,safe
671548,safe
585105,safe
978180,safe
804292,safe
668974,safe
1095278,safe
540900,safe
1173978,safe
629883,safe
1043905,unhealthy
308586,safe
777242,unhealthy for sensitive groups
620676,safe
1108135,safe
766108,safe
658851,safe
1139231,unhealthy for sensitive groups
6363,safe
867026,safe
598754,unhealthy for sensitive groups
601625,safe
548090,safe
751991,safe
644780,safe
277202,safe
98681,safe
20259,safe
517942,safe
95501,unhealthy for sensitive groups
851590,safe
543475,safe
1019877,unhealthy for sensitive groups
851819,safe
290227,safe
911720,safe
992178,safe
1097431,unhealthy
252783,safe
181129,safe
612143,safe
383256,safe
34929,safe
173973,safe
153825,safe
747121,unhealthy for sensitive groups
653224,safe
449989,safe
112627,safe
1086409,safe
83344,unhealthy for sensitive groups
160368,safe
84126,safe
559831,safe
913986,safe
37307,safe
1136144,safe
915470,unhealthy for sensitive groups
881943,safe
775306,safe
138663,safe
906688,safe
473527,safe
852770,safe
1125686,safe
823629,safe
414128,safe
1129078,safe
1108667,safe
1043545,safe
128372,safe
913566,safe
506821,safe
1064051,safe
6345,safe
590580,safe
906095,safe
707894,safe
910511,unhealthy for sensitive groups
562775,safe
935342,safe
1137907,safe
10773,safe
891084,safe
569837,safe
860554,safe
850594,unhealthy for sensitive groups
583796,unhealthy for sensitive groups
944346,safe
952160,safe
1204350,unhealthy for sensitive groups
1151374,safe
431639,unhealthy for sensitive groups
139067,safe
1050204,safe
365375,unhealthy for sensitive groups
567156,safe
913562,safe
962000,safe
1193911,safe
798219,safe
1127231,safe
276760,unhealthy for sensitive groups
393789,safe
104903,safe
699500,safe
576140,unhealthy for sensitive groups
785743,safe
131778,safe
487629,safe
1185097,unhealthy for sensitive groups
704194,safe
910186,unhealthy for sensitive groups
429252,safe
1180976,safe
226843,very unhealthy
730808,safe
165793,safe
282562,unhealthy for sensitive groups
1079193,safe
595345,safe
979801,safe
1103603,safe
844356,safe
328325,safe
117369,safe
211495,unhealthy for sensitive groups
856093,safe
1055917,safe
915395,safe
886328,safe
26217,safe
1058984,safe
848023,unhealthy for sensitive groups
756806,safe
333106,safe
49217,safe
348870,safe
550709,safe
1132584,safe
10962,safe
823800,safe
64751,safe
