Report: TAMIS002 - Raw Data Report (JMP) for 01/01/2008 - 09/01/2020
User: dr.anne.warren@gmail.com, Run Date: 09/11/2020 12:20:47

"?" represents a missing value.
"SOC" stands for Sampler Occurrence Code.  It distinguishes between different samplers of the same type at a site at the same time. This is a user defined code that once assigned should not be changed.
"AQS Code" is a unique code for the site.  It is a combination of the state FIPS code, county FIPS code and the site EPA code.

For more information about terminology and column definitions visit https://www17.tceq.texas.gov/tamis/index.cfm?fuseaction=report.terms&rt=1802
For questions about AMCVs visit http://www.tceq.texas.gov/toxicology/AirToxics.html/#list

State	Region	County	City	AQS Code	Site Name	Latitude	Longitude	Year	Month	Day	Date	Start Hour	Start Minute	Start Time	Duration	Sampler Type	SOC	Aluminum Pm10 Stp (ug/m3 (25 C)) <82101>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Antimony Pm10 Stp (ug/m3 (25 C)) <82102>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Arsenic Pm10 Stp (ug/m3 (25 C)) <82103>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Barium Pm10 Stp (ug/m3 (25 C)) <82107>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Beryllium Pm10 Stp (ug/m3 (25 C)) <82105>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Cadmium Pm10 Stp (ug/m3 (25 C)) <82110>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Calcium Pm10 Stp (ug/m3 (25 C)) <82111>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Chromium Pm10 Stp (ug/m3 (25 C)) <82112>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Cobalt Pm10 Stp (ug/m3 (25 C)) <82113>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Copper Pm10 Stp (ug/m3 (25 C)) <82114>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Iron Pm10 Stp (ug/m3 (25 C)) <82126>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Lead Pm10 Stp (ug/m3 (25 C)) <82128>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Magnesium Pm10 Stp (ug/m3 (25 C)) <82140>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Manganese Pm10 Stp (ug/m3 (25 C)) <82132>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Molybdenum Pm10 Stp (ug/m3 (25 C)) <82134>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Nickel Pm10 Stp (ug/m3 (25 C)) <82136>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Pm10 - Lc (ug/m3 (LC)) <85101>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Pm10 Total 0-10um Stp (ug/m3 (25 C)) <81102>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Potassium Pm10 Stp (ug/m3 (25 C)) <82180>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Selenium Pm10 Stp (ug/m3 (25 C)) <82154>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Silver Pm10 Stp (ug/m3 (25 C)) <82166>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Sodium Pm10 Stp (ug/m3 (25 C)) <82184>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Thallium Pm10 Stp (ug/m3 (25 C)) <82173>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Tin Pm10 Stp (ug/m3 (25 C)) <82160>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Vanadium Pm10 Stp (ug/m3 (25 C)) <82164>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals	Zinc Pm10 Stp (ug/m3 (25 C)) <82167>	TCEQ MRL	TCEQ MDL	AQS MDL	Quals
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	01	20100601	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					37			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	01	20100601	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.249			.014		.00271			.017		.00406			.022		.02705			.02		.00027			.0006		.00027			.001		4.64			.276		.00271			.002		.00054			.004		.0305			.001		.778			.01		.00477			.01		.188			.028		.0262			.001		.00108			.002		.00269			.004		?					?					.128			.205		.00271			.017		.00054			.01		.54			1.769		.00203			.028		.00135			.011		.00523			.001		.0417			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	06	01	20100601	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					24			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	06	01	20100601	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					19			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	06	01	20100601	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					25			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	04	20100604	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					26			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	04	20100604	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.0975			.014		.00271			.017		.00406			.022		.02705			.02		.00027			.0006		.00027			.001		2.08			.276		.00271			.002		.00054			.004		.0224			.001		.412			.01		.00278			.01		.0817			.028		.0131			.001		.00108			.002		.00287			.004		?					?					.116			.205		.00271			.017		.00054			.01		.54			1.769		.00203			.028		.00136			.011		.00579			.001		.0689			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	07	20100607	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					27			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	07	20100607	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.132			.014		.00271			.017		.00406			.022		.02705			.02		.00027			.0006		.00027			.001		1.67			.276		.00271			.002		.00054			.004		.0205			.001		.379			.01		.00226			.01		.169			.028		.0107			.001		.00108			.002		.00663			.004		?					?					.162			.205		.00271			.017		.00054			.01		.54			1.769		.00203			.028		.00491			.011		.0139			.001		.0481			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	06	07	20100607	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					21			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	06	07	20100607	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					24			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	06	07	20100607	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					26			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2010	06	08	20100608	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					43			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	10	20100610	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					73			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	10	20100610	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	1.38			.014		.0027			.017		.00405			.022		.027			.02		.00027			.0006		.00027			.001		7.57			.276		.0027			.002		.00054			.004		.0198			.001		1.76			.01		.00327			.01		.761			.028		.0502			.001		.00108			.002		.00343			.004		?					?					.426			.205		.0027			.017		.00054			.01		2.65			1.769		.00203			.028		.00135			.011		.00741			.001		.0277			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	13	20100613	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					31			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	13	20100613	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.467			.014		.00271			.017		.00406			.022		.02705			.02		.00027			.0006		.00027			.001		2.41			.276		.00271			.002		.00112			.004		.014			.001		.591			.01		.00108			.01		.468			.028		.0193			.001		.00108			.002		.0048			.004		?					?					.208			.205		.00271			.017		.00054			.01		2.64			1.769		.00203			.028		.00135			.011		.00509			.001		.00912			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2010	06	13	20100613	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					27			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	06	13	20100613	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					26			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	06	13	20100613	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					26			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	06	13	20100613	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					28			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	16	20100616	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					47			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	16	20100616	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.504			.014		.00271			.017		.00407			.022		.0271			.02		.00027			.0006		.00027			.001		7.23			.276		.00271			.002		.00054			.004		.0203			.001		1.01			.01		.00314			.01		.365			.028		.0331			.001		.00109			.002		.00316			.004		?					?					.158			.205		.00271			.017		.00054			.01		1.24			1.769		.00204			.028		.00136			.011		.00553			.001		.0283			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	19	20100619	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					28			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	19	20100619	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.165			.014		.0027			.017		.00405			.022		.027			.02		.00027			.0006		.00027			.001		2.59			.276		.0027			.002		.00054			.004		.0224			.001		.569			.01		.00254			.01		.202			.028		.0153			.001		.00108			.002		.00676			.004		?					?					.054			.205		.0027			.017		.00054			.01		.54			1.769		.00203			.028		.00135			.011		.0186			.001		.023			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2010	06	19	20100619	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					17			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	06	19	20100619	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					13			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	06	19	20100619	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					14			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	06	19	20100619	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					19			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	22	20100622	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					36			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	22	20100622	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.27			.014		.00271			.017		.00407			.022		.0271			.02		.00027			.0006		.00027			.001		4.46			.276		.00271			.002		.00054			.004		.0365			.001		1.1			.01		.00639			.01		.178			.028		.0337			.001		.00109			.002		.00462			.004		?					?					.054			.205		.00271			.017		.00054			.01		.54			1.769		.00203			.028		.00136			.011		.00956			.001		.0804			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	25	20100625	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					29			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	25	20100625	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.121			.014		.00271			.017		.00406			.022		.02705			.02		.00027			.0006		.00027			.001		3.1			.276		.00271			.002		.00054			.004		.0234			.001		.527			.01		.00272			.01		.185			.028		.0168			.001		.00108			.002		.00498			.004		?					?					.139			.205		.00271			.017		.00054			.01		.54			1.769		.00203			.028		.00135			.011		.0111			.001		.0752			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2010	06	25	20100625	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					22			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	06	25	20100625	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					17			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	06	25	20100625	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	28	20100628	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	06	28	20100628	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.177			.014		.00273			.017		.00409			.022		.0581			.02		.00027			.0006		.00027			.001		2.94			.276		.00273			.002		.00055			.004		.055			.001		.442			.01		.00109			.01		.208			.028		.0145			.001		.00109			.002		.00516			.004		?					?					.0545			.205		.00273			.017		.00055			.01		.545			1.769		.00205			.028		.00137			.011		.0135			.001		.0242			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	06	30	20100630	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					12			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	01	20100701	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					17			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	01	20100701	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.143			.014		.00272			.017		.00408			.022		.195			.02		.00027			.0006		.00027			.001		.272			.276		.00272			.002		.00055			.004		.0135			.001		.394			.01		.00109			.01		.117			.028		.0105			.001		.00109			.002		.00109			.004		?					?					.113			.205		.00272			.017		.00055			.01		.545			1.769		.00204			.028		.00136			.011		.00523			.001		.0173			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2010	07	01	20100701	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					15			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	07	01	20100701	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					12			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	07	01	20100701	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					11			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	07	02	20100702	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					27			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	04	20100704	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					26			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	04	20100704	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.273			.014		.00272			.017		.00408			.022		.02715			.02		.00027			.0006		.00027			.001		.778			.276		.00272			.002		.00055			.004		.0291			.001		.385			.01		.00391			.01		.264			.028		.00936			.001		.00109			.002		.00671			.004		?					?					.319			.205		.00272			.017		.00055			.01		1.25			1.769		.00204			.028		.00136			.011		.0131			.001		.00869			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	07	20100707	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					24			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	07	20100707	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.299			.014		.00272			.017		.00408			.022		.02715			.02		.00027			.0006		.00027			.001		.896			.276		.00272			.002		.00055			.004		.0339			.001		.589			.01		.00109			.01		.214			.028		.017			.001		.00109			.002		.00487			.004		?					?					.147			.205		.00272			.017		.00055			.01		.545			1.769		.00204			.028		.00136			.011		.011			.001		.0185			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	07	07	20100707	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					23			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	07	07	20100707	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					19			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	07	07	20100707	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					18			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	10	20100710	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					55			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	10	20100710	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	1.06			.014		.00272			.017		.00408			.022		.0272			.02		.00027			.0006		.00027			.001		3.46			.276		.00272			.002		.00055			.004		.0356			.001		1.65			.01		.00564			.01		.437			.028		.0377			.001		.00109			.002		.00669			.004		?					?					.288			.205		.00272			.017		.00055			.01		.545			1.769		.00204			.028		.00136			.011		.0128			.001		.185			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2010	07	11	20100711	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					38			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	13	20100713	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					98			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	13	20100713	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	2.3			.014		.00272			.017		.00408			.022		.0272			.02		.00027			.0006		.00027			.001		6.55			.276		.00272			.002		.00134			.004		.0166			.001		2.71			.01		.00341			.01		.862			.028		.0653			.001		.00109			.002		.00371			.004		?					?					.512			.205		.00272			.017		.00055			.01		2.37			1.769		.00204			.028		.00136			.011		.00764			.001		.0242			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2010	07	13	20100713	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					76			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	07	13	20100713	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					79			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	07	13	20100713	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					73			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	07	13	20100713	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					69			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	16	20100716	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					82			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	16	20100716	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	1.85			.014		.00273			.017		.00409			.022		.02725			.02		.00027			.0006		.00027			.001		4.49			.276		.00273			.002		.00162			.004		.0405			.001		2.62			.01		.00638			.01		.708			.028		.0641			.001		.00109			.002		.00839			.004		?					?					.448			.205		.00273			.017		.00055			.01		1.56			1.769		.00205			.028		.00137			.011		.0156			.001		.082			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	19	20100719	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					32			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	19	20100719	00	00	00:00	24 HOURS	"PM10 (Speciation)"	0001	.358			.014		.00272			.017		.00407			.022		.02715			.02		.00027			.0006		.00027			.001		2.09			.276		.00272			.002		.0013			.004		.0326			.001		.715			.01		.00109			.01		.252			.028		.018			.001		.00109			.002		.0129			.004		?					?					.147			.205		.00272			.017		.00055			.01		.545			1.769		.00204			.028		.00136			.011		.0341			.001		.0363			.0133	
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2010	07	19	20100719	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					19			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2010	07	19	20100719	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					25			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2010	07	19	20100719	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					21			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2010	07	19	20100719	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					19			4		?					?					?					?					?					?					?					?				
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2010	07	22	20100722	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					?					31			4		?					?					?					?					?					?					?					?				
