"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-23","16.33",",,W"," 2335",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","70","H,,S","76",",,W","67",",,W","  140",",,W","  150",",,W","23.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-24","14.32",",,W"," 1851",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","71","H,,S","77",",,W","68",",,W","  140",",,W","  140",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-25","13.20",",,W"," 1817",",,W","0.32",",,W,2400","0.0",",,Z","0.0",",,Z","72","H,,S","77",",,W","64",",,W","  160",",,W","  160",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-26","12.08",",,W"," 1546",",,W","0.31",",,W,2400","0.0",",,Z","0.0",",,Z","70","H,,S","75",",,W","64",",,W","  360",",,W","  300",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-27","10.74",",,W"," 2351",",,W","0.08",",,Z,2400","0.0",",,Z","0.0",",,Z","71","H,,S","74",",,W","55",",,W","  320",",,W","  310",",,W","35.1",",,W","45.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-28","18.34",",,W"," 0013",",,W","0.00",",,Z,2400","0.0",",,Z","0.0",",,Z","57","H,,S","66",",,W","46",",,W","  320",",,W","  320",",,W","38.9",",,W","47.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-29","10.07",",,W"," 2332",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","59","H,,S","68",",,W","51",",,W","  150",",,W","  150",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-30","16.11",",,W"," 1701",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","66","H,,S","73",",,W","61",",,W","  130",",,W","  130",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-03-31","12.08",",,W"," 1126",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","69","H,,S","77",",,W","63",",,W","  350",",,W","  360",",,W","28.0",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-01","13.20",",,W"," 1524",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","65","H,,S","70",",,W","60",",,W","  130",",,W","  120",",,W","21.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-02","16.33",",,W"," 1252",",,W","0.31",",,W,2400","0.0",",,Z","0.0",",,Z","70","H,,S","78",",,W","61",",,W","  280",",,W","  270",",,W","36.0",",,W","44.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-03","11.41",",,W"," 0440",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","62","H,,S","67",",,W","54",",,W","   30",",,W","   20",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-04","12.30",",,W"," 0912",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","68","H,,S","76",",,W","64",",,W","  140",",,W","  130",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-05","15.21",",,W"," 2227",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","73","H,,S","84",",,W","59",",,W","  340",",,W","  340",",,W","31.1",",,W","38.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-06","20.58",",,W"," 0237",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","59","H,,S","64",",,W","51",",,W","  360",",,W","  340",",,W","31.1",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-07","8.50",",,W"," 2323",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","56","H,,S","69",",,W","46",",,W","  150",",,W","  190",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-08","14.76",",,W"," 1228",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","66","H,,S","75",",,W","61",",,W","  200",",,W","  210",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-09","13.42",",,W"," 1308",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","69","H,,S","74",",,W","67",",,W","  160",",,W","  160",",,W","23.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-10","8.05",",,W"," 2340",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","73","H,,S","82",",,W","69",",,W","   20",",,W","   20",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-11","17.00",",,W"," 1919",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","67","H,,S","70",",,W","63",",,W","   70",",,W","   60",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-12","10.96",",,W"," 0002",",,W","0.09",",,W,2400","0.0",",,Z","0.0",",,Z","70","H,,S","75",",,W","61",",,W","  130",",,W","  110",",,W","23.0",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-13","13.20",",,W"," 2303",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","69","H,,S","82",",,W","59",",,W","  360",",,W","  350",",,W","23.0",",,W","29.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-14","7.38",",,W"," 0000",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","65","H,,S","75",",,W","55",",,W","   10",",,W","   10",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-15","12.30",",,W"," 2034",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","66","H,,S","75",",,W","60",",,W","  110",",,W","  110",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-16","15.21",",,W"," 1328",",,W","0.08",",,W,2400","0.0",",,Z","0.0",",,Z","68","H,,S","76",",,W","66",",,W","   80",",,W","   80",",,W","25.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-17","16.55",",,W"," 1624",",,W","0.90",",,W,2400","0.0",",,Z","0.0",",,Z","69","H,,S","72",",,W","64",",,W","  110",",,W","  110",",,W","25.9",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-18",,," 0407",",,W","0.85",",,W,2400","0.0",",,Z","0.0",",,Z","68","H,,S","71",",,Z","66",",,Z","  130",",,W","  130",",,W","40.9",",,W","49.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-19",,," 0637",",,W","0.00",",,Z,2400","0.0",",,Z","0.0",",,Z",,,"75",",,Z","64",",,Z","  260",",,W","  250",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-20",,," 1606",",,W","0.00",",,Z,2400","0.0",",,Z","0.0",",,Z","74","H,,S","77",",,Z","65",",,Z","   10",",,W","   10",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-21","12.53",",,W"," 1541",",,W","0.00",",,Z,2400","0.0",",,Z","0.0",",,Z","70","H,,S","79",",,W","63",",,W","  210",",,W","  210",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-22","12.30",",,W"," 1245",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","72","H,,S","78",",,W","68",",,W","  200",",,W","  200",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-23","14.76",",,W"," 2359",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","73","H,,S","79",",,W","69",",,W","  140",",,W","  140",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-24","14.99",",,W"," 1151",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","73","H,,S","80",",,W","70",",,W","  130",",,W","  140",",,W","21.9",",,W","25.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-25","16.55",",,W"," 0648",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","74","H,,S","80",",,W","72",",,W","  130",",,W","  130",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-26","16.11",",,W"," 1703",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","74","H,,S","80",",,W","72",",,W","  120",",,W","  120",",,W","21.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-27",,," 1954",",,W","0.59",",,W,2400","0.0",",,Z","0.0",",,Z","76","H,,S","81",",,Z","73",",,Z","  350",",,W","  330",",,W","36.0",",,W","46.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-28",,," 2314",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","75","H,,S","79",",,Z","70",",,Z","  120",",,W","  120",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-29","15.43",",,W"," 1800",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","75","H,,S","78",",,Z","73",",,Z","  120",",,W","  120",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-04-30","15.88",",,W"," 0832",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","76","H,,S","80",",,W","73",",,W","  140",",,W","  140",",,W","21.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-01","13.65",",,W"," 2034",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","77","H,,S","82",",,Z","75",",,Z","  150",",,W","  150",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-02","18.34",",,W"," 2316",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","77","H,,S","81",",,W","75",",,W","  150",",,W","  150",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-03","14.09",",,W"," 0527",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","78","H,,S","83",",,W","75",",,W","  170",",,W","  170",",,W","25.1",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-04","11.41",",,W"," 0420",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","75","H,,S","81",",,W","68",",,W","  350",",,W","  350",",,W","23.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-05","13.87",",,W"," 2255",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","78","H,,S","83",",,W","75",",,W","  160",",,W","  160",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-06","15.21",",,W"," 1006",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","85",",,W","77",",,W","  190",",,W","  200",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-07","14.99",",,W"," 2308",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","85",",,W","77",",,W","  170",",,W","  170",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-08","18.57",",,W"," 0821",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","85",",,W","78",",,W","  180",",,W","  180",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-09","13.87",",,W"," 0402",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","85",",,W","77",",,W","  170",",,W","  180",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-10","12.53",",,W"," 0929",",,W","0.01",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","86",",,W","77",",,W","  160",",,W","  160",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-11","13.42",",,W"," 1936",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","81","H,,S","87",",,W","78",",,W","  140",",,W","  150",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-12","14.99",",,W"," 2222",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","81","H,,S","87",",,W","78",",,W","  160",",,W","  160",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-13","18.57",",,W"," 0956",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","81","H,,S","84",",,W","78",",,W","  150",",,W","  160",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-14","13.87",",,W"," 0103",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","86",",,W","76",",,W","  160",",,W","  160",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-15","14.99",",,W"," 0851",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","81","H,,S","86",",,W","78",",,W","  140",",,W","  140",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-16","10.51",",,W"," 2343",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","85",",,W","74",",,W","   30",",,W","   30",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-17","16.11",",,W"," 1948",",,W","0.01",",,W,2400","0.0",",,Z","0.0",",,Z","74","H,,S","76",",,W","66",",,W","   20",",,W","   30",",,W","25.1",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-18","15.43",",,W"," 0820",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","69","H,,S","78",",,W","62",",,W","   40",",,W","   60",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-19","12.08",",,W"," 1628",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","72","H,,S","79",",,W","64",",,W","   60",",,W","  190",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-20","7.61",",,W"," 0750",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","75","H,,S","81",",,W","67",",,W","   60",",,W","   60",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-21","7.16",",,W"," 1345",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","77","H,,S","84",",,W","71",",,W","  100",",,W","  110",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-22","7.38",",,W"," 0526",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","77","H,,S","82",",,W","72",",,W","   30",",,W","   60",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-23","6.49",",,W"," 1202",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","77","H,,S","86",",,W","73",",,W","   10",",,W","  220",",,W","12.1",",,W","28.0",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-24","7.61",",,W"," 1525",",,W","0.13",",,W,2400","0.0",",,Z","0.0",",,Z","76","H,,S","84",",,W","70",",,W","  290",",,W","  300",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-25","9.62",",,W"," 2153",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","76","H,,S","87",",,W","70",",,W","  190",",,W","  210",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-26","11.63",",,W"," 0913",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","86",",,W","77",",,W","  180",",,W","  200",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-27","7.38",",,W"," 1509",",,W","0.04",",,W,2400","0.0",",,Z","0.0",",,Z","78","H,,S","83",",,W","74",",,W","  280",",,W","  270",",,W","33.1",",,W","45.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-28","6.71",",,W"," 0755",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","79","H,,S","87",",,W","74",",,W","   30",",,W","   20",",,W","18.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-29","6.49",",,W"," 0537",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","79","H,,S","89",",,W","72",",,W","  180",",,W","  270",",,W","14.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-30","8.72",",,W"," 1442",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","86",",,W","73",",,W","  140",",,W","  160",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-05-31","7.83",",,W"," 2044",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","79","H,,S","86",",,W","72",",,W","  150",",,W","  160",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-01","12.30",",,W"," 0801",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","87",",,W","75",",,W","  140",",,W","  160",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-02","10.96",",,W"," 1636",",,W","0.17",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","88",",,W","77",",,W","  140",",,W","  120",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-03","8.05",",,W"," 1324",",,W","0.15",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","87",",,W","76",",,W","  190",",,W","  190",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-04","14.54",",,W"," 2102",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","87",",,W","74",",,W","  360",",,W","  350",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-05","10.51",",,W"," 0331",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","78","H,,S","86",",,W","72",",,W","   10",",,W","   20",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-06","8.28",",,W"," 1407",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","79","H,,S","86",",,W","72",",,W","  150",",,W","  140",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-07","13.20",",,W"," 0827",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","80","H,,S","87",",,W","76",",,W","  160",",,W","  160",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-08","13.42",",,W"," 2126",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","81","H,,S","87",",,W","78",",,W","  180",",,W","  140",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-09","14.32",",,W"," 0914",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","83","H,,S","89",",,W","80",",,W","  170",",,W","  170",",,W","21.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-10","15.88",",,W"," 2207",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","83","H,,S","89",",,W","80",",,W","  160",",,W","  170",",,W","21.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-11","14.54",",,W"," 0247",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","83","H,,S","89",",,W","80",",,W","  180",",,W","  170",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2009-06-12","13.65",",,W"," 0222",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","84","H,,S","89",",,W","80",",,W","  160",",,W","  180",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
