"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-06","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","91",",,W","81",",,W","  100",",,W","   70",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-07","13.20",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","87",",,W","80",",,W","  170",",,W","  180",",,W","23.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-08","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","84","H,,S","90",",,W","80",",,W","  120",",,W","  130",",,W","21.0",",,W","25.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-09","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","86","H,,S","91",",,W","82",",,W","  150",",,W","  140",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-10","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","86","H,,S","91",",,W","80",",,W","  200",",,W","  190",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-11","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","92",",,W","81",",,W","  180",",,W","  190",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-12","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","91",",,W","82",",,W","  190",",,W","  210",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-13","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","94",",,W","80",",,W","  200",",,W","  190",",,W","18.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-14","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","85","H,,S","89",",,W","78",",,W","  160",",,W","  250",",,W","17.0",",,W","25.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-15","12.97",",,W",,,"0.42",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","92",",,W","76",",,W","  130",",,W","  130",",,W","31.1",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-16","10.07",",,W",,,"0.25",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","89",",,W","76",",,W","   80",",,W","   60",",,W","23.0",",,W","25.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-17","9.40",",,W",,,"0.54",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","88",",,W","76",",,W","  110",",,W","  100",",,W","21.0",",,W","25.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-18","9.62",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","90",",,W","80",",,W","  100",",,W","   80",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-19","6.49",",,W",,,"0.22",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","86",",,W","76",",,W","   30",",,W","   40",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-20","8.50",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","84","H,,S","90",",,W","81",",,W","  140",",,W","   60",",,W","18.1",",,W","29.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-21","10.96",",,W",,,"0.90",",,W,2400","0.0",",,Z","0.0",",,W","80","H,,S","84",",,W","74",",,W","  190",",,W","  190",",,W","29.1",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-22","14.54",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","91",",,W","83",",,W","  200",",,W","  200",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-23","14.32",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","91",",,W","83",",,W","  190",",,W","  200",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-24","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","89",",,W","78",",,W","  190",",,W","  200",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-25","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","93",",,W","79",",,W","  210",",,W","  190",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-26","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","91",",,W","82",",,W","  200",",,W","  200",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-27","12.53",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","86","H,,S","91",",,W","83",",,W","  200",",,W","  210",",,W","28.0",",,W","33.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-28","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","91",",,W","82",",,W","  190",",,W","  200",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-29","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","91",",,W","83",",,W","  170",",,W","  160",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-30","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","91",",,W","82",",,W","  180",",,W","  180",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-07-31","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","91",",,W","81",",,W","  180",",,W","  170",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-01","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","92",",,W","81",",,W","  190",",,W","  180",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-02","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","92",",,W","81",",,W","  150",",,W","  160",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-03","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","93",",,W","83",",,W","  160",",,W","  140",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-04","10.29",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","87","H,,S","92",",,W","83",",,W","  180",",,W","  170",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-05","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","93",",,W","82",",,W","  180",",,W","  200",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-06","14.54",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","93",",,W","83",",,W","  190",",,W","  200",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-07","15.21",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","93",",,W","84",",,W","  190",",,W","  190",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-08","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","92",",,W","83",",,W","  170",",,W","  180",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-09","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","93",",,W","82",",,W","  130",",,W","  130",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-10","7.38",",,W",,,"0.14",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","90",",,W","79",",,W","  140",",,W","  120",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-11","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","92",",,W","83",",,W","  150",",,W","  150",",,W","17.0",",,W","21.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-12","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","92",",,W","83",",,W","  150",",,W","  160",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-13","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","93",",,W","83",",,W","  190",",,W","  200",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-14","10.51",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","93",",,W","77",",,W","   20",",,W","   30",",,W","25.1",",,W","32.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-15","5.37",",,W",,,"0.92",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","85",",,W","76",",,W","   50",",,W","   50",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-16","6.49",",,W",,,"0.09",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","91",",,W","80",",,W","  130",",,W","  160",",,W","14.1",",,W","16.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-17","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","90",",,W","76",",,W","   30",",,W","   30",",,W","16.1",",,W","19.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-18","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","88",",,W","78",",,W","  100",",,W","  110",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-19","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","89",",,W","79",",,W","  120",",,W","   90",",,W","15.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-20","4.47",",,W",,,"0.24",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","87",",,W","76",",,W","  270",",,W","  250",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-21","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","91",",,W","81",",,W","  110",",,W","  350",",,W","17.0",",,W","31.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-22","8.05",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","86","H,,S","90",",,W","76",",,W","  130",",,W","   90",",,W","13.0",",,W","18.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-23","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","87",",,W","79",",,W","   10",",,W","   10",",,W","16.1",",,W","19.9",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-24","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","89",",,W","79",",,W","   90",",,W","   80",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-25",,,,,"0.45",",,W,2400","0.0",",,Z","0.0",",,Z","78","H,,S","81",",,W","76",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-26","7.61",",,W",,,"1.91",",,W,2400","0.0",",,Z","0.0",",,Z","77","H,,S","78",",,W","73",",,W","  220",",,W","  340",",,W","13.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-27","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","87",",,W","78",",,W","  110",",,W","   90",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-28","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","88",",,W","78",",,W","  190",",,W","  190",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-29","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","92",",,W","79",",,W","  180",",,W","  190",",,W","16.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-30","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","80",",,W","  170",",,W","  160",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-08-31","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","87",",,W","79",",,W","  180",",,W","  190",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-01","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","79",",,W","  180",",,W","  190",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-02","9.40",",,W",,,"0.20",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","80",",,W","  190",",,W","  190",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-03","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","90",",,W","79",",,W","  180",",,W","  190",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-04","5.59",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","90",",,W","80",",,W","  140",",,W","  150",",,W","12.1",",,W","13.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-05","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","91",",,W","80",",,W","  130",",,W","  130",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-06","8.28",",,W",,,"0.22",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","88",",,W","76",",,W","   40",",,W","   60",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-07","7.83",",,W",,,"0.25",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","88",",,W","77",",,W","  120",",,W","  110",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-08","7.61",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","86",",,W","76",",,W","  120",",,W","  110",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-09","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","89",",,W","79",",,W","  130",",,W","  100",",,W","17.0",",,W","23.0",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-10","12.08",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","83","H,,S","89",",,W","80",",,W","  130",",,W","  130",",,W","21.0",",,W","25.1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-11","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","80",",,W","   70",",,W","   80",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-12","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","89",",,W","79",",,W","  100",",,W","  100",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-13","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","90",",,W","78",",,W","  140",",,W","  120",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-14","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","89",",,W","79",",,W","  120",",,W","   80",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-15","13.20",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","84","H,,S","90",",,W","82",",,W","  110",",,W","  110",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-16","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","90",",,W","82",",,W","   90",",,W","   80",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-17","10.51",",,W",,,"0.21",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","90",",,W","77",",,W","   20",",,W","   40",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-18","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","89",",,W","80",",,W","   90",",,W","  100",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-19","14.76",",,W",,,"0.11",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","88",",,W","78",",,W","  170",",,W","  160",",,W","30.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-20","16.78",",,W",,,"2.92",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","85",",,W","73",",,W","  160",",,W","  170",",,W","29.1",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-21","17.45",",,W",,,"0.78",",,W,2400","0.0",",,Z","0.0",",,W","79","H,,S","78",",,W","72",",,W","   10",",,W","   10",",,W","25.1",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-22","16.11",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","75","H,,S","81",",,W","71",",,W","   30",",,W","   30",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-23","12.75",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","78","H,,S","86",",,W","72",",,W","   30",",,W","   60",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-24","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","90",",,W","77",",,W","  360",",,W","   10",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-25","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","92",",,W","77",",,W","  180",",,W","  190",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-26","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","88",",,W","76",",,W","  150",",,W","  140",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-27","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","87",",,W","80",",,W","  120",",,W","  150",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-28","13.42",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","88",",,W","79",",,W","  140",",,W","  140",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-29","10.51",",,W",,,"0.28",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","85",",,W","76",",,W","  180",",,W","  180",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-09-30","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","80","H,,S","85",",,W","78",",,W","  180",",,W","  170",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2013-10-01","8.95",",,W",,,"0.84",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","82",",,W","72",",,W","  240",",,W","  210",",,W","23.0",",,W","33.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
