"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-06","11.41",",,W"," 1600",",,X"," 1427",",,W","0.00","T,,0,2400",,,,,,,"92",",,0","80",",,0","  160",",,X","  150",",,X","21.9",",,X","31.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-07","10.74",",,W"," 1238",",,X"," 1252",",,W","0.00",",,0,2400",,,,,,,"94",",,0","80",",,0","  160",",,X","  140",",,X","21.0",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-08","10.07",",,W"," 1208",",,X"," 1522",",,W","0.00",",,0,2400",,,,,,,"95",",,0","79",",,0","  150",",,X","  150",",,X","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-09","9.40",",,W"," 1254",",,X"," 1412",",,W","0.00",",,0,2400",,,,,,,"95",",,0","77",",,0","  180",",,X","  190",",,X","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-10","6.49",",,W"," 1223",",,X"," 1222",",,W","1.61",",,Z,2400",,,,,,,"92",",,0","73",",,0","  110",",,X","  100",",,X","23.9",",,X","33.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-11","8.72",",,W"," 1644",",,X"," 1551",",,W","0.00",",,0,2400",,,,,,,"92",",,0","76",",,0","  170",",,X","  150",",,X","17.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-12","8.95",",,W"," 1650",",,X"," 0945",",,W","0.00",",,0,2400",,,,,,,"92",",,0","77",",,0","  150",",,X","  150",",,X","19.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-13","7.83",",,W"," 1330",",,X"," 1417",",,W","0.00","T,,0,2400",,,,,,,"92",",,0","78",",,0","  150",",,X","  160",",,X","17.9",",,X","23.9",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-14","6.04",",,W"," 1620",",,X"," 1645",",,W","0.00",",,0,2400",,,,,,,"94",",,0","76",",,0","  200",",,X","  180",",,X","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-15","5.82",",,W"," 1659",",,X"," 1659",",,W","0.00",",,0,2400",,,,,,,"95",",,0","76",",,0","  190",",,X","  190",",,X","17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-16","5.14",",,W"," 1719",",,X"," 1721",",,W","0.00",",,0,2400",,,,,,,"95",",,0","76",",,0","  150",",,X","  140",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-17","3.58",",,W"," 1807",",,X"," 1802",",,W","0.05",",,0,2400",,,,,,,"96",",,0","75",",,0","   60",",,X","   70",",,X","25.9",",,X","34.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-18","3.80",",,W"," 1610",",,X"," 1242",",,W","0.20",",,0,2400",,,,,,,"96",",,0","75",",,0","  210",",,X","  290",",,X","12.1",",,X","15.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-19","4.03",",,W"," 1519",",,X"," 1522",",,W","2.86",",,0,2400",,,,,,,"95",",,0","70",",,0","   30",",,X","  340",",,X","42.9",",,X","66.0",",,X","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-20","3.13",",,W"," 1524",",,X"," 1523",",,W","0.00",",,0,2400",,,,,,,"96",",,0","75",",,0","  190",",,X","  200",",,X","17.9",",,X","23.9",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-21","3.80",",,W"," 1719",",,X"," 1718",",,W","2.06",",,0,2400",,,,,,,"97",",,0","72",",,0","  330",",,X","  340",",,X","36.9",",,X","51.9",",,X","    1",",,0","    1",",,W","    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-22","4.47",",,W"," 1739",",,X"," 1418",",,W","0.00",",,0,2400",,,,,,,"95",",,0","72",",,0","  360",",,X","   80",",,X","12.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-23","3.80",",,W"," 1329",",,X"," 1328",",,W","0.00",",,0,2400",,,,,,,"92",",,0","76",",,0","  100",",,X","  100",",,X","16.1",",,X","21.9",",,X",,,,,"    1",",,X",,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-24","4.47",",,W"," 0934",",,X"," 0931",",,W","0.47",",,0,2400",,,,,,,"88",",,0","74",",,0","  230",",,X","  220",",,X","23.9",",,X","29.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-25","7.16",",,W"," 1416",",,X"," 1713",",,W","0.00",",,0,2400",,,,,,,"93",",,0","75",",,0","  160",",,X","  160",",,X","17.0",",,X","23.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-26","5.59",",,W"," 1405",",,X"," 1402",",,W","0.39",",,0,2400",,,,,,,"90",",,0","74",",,0","  200",",,X","  190",",,X","17.9",",,X","25.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-27","6.71",",,W"," 0947",",,X"," 0943",",,W","0.18",",,0,2400",,,,,,,"91",",,0","77",",,0","  240",",,X","  220",",,X","23.0",",,X","28.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-28","6.93",",,W"," 1916",",,X"," 1915",",,W","0.00","T,,0,2400",,,,,,,"90",",,0","75",",,0","  180",",,X","  160",",,X","23.9",",,X","36.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-29","4.25",",,W"," 1556",",,X"," 1554",",,W","0.09",",,0,2400",,,,,,,"94",",,0","75",",,0","  250",",,X","  240",",,X","23.9",",,X","36.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-06-30","4.70",",,W"," 2104",",,X"," 2103",",,W","0.42",",,0,2400",,,,,,,"93",",,0","76",",,0","   90",",,X","   70",",,X","19.9",",,X","30.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-01","3.13",",,W"," 1717",",,X"," 1716",",,W","0.00",",,0,2400",,,,,,,"89",",,0","75",",,0","  200",",,X","  210",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-02","4.03",",,W"," 1135",",,X"," 1218",",,W","0.00",",,0,2400",,,,,,,"90",",,0","76",",,0","  130",",,X","  150",",,X","17.9",",,X","23.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-03","4.47",",,W"," 1612",",,X"," 1746",",,W","0.00",",,0,2400",,,,,,,"93",",,0","74",",,0","  170",",,X","  180",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-04","3.80",",,W"," 1136",",,X"," 1128",",,W","1.02",",,0,2400",,,,,,,"89",",,0","74",",,0","  190",",,X","  200",",,X","21.9",",,X","31.1",",,X","    1",",,X",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-05","3.58",",,W"," 1600",",,X"," 1559",",,W","0.00",",,0,2400",,,,,,,"90",",,0","75",",,0","  150",",,X","  150",",,X","16.1",",,X","21.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-06","5.14",",,W"," 1824",",,X"," 1823",",,W","0.00",",,0,2400",,,,,,,"93",",,0","75",",,0","  170",",,X","  170",",,X","14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-07","5.82",",,W"," 1457",",,X"," 1405",",,W","0.00",",,0,2400",,,,,,,"92",",,0","76",",,0","  140",",,X","  170",",,X","16.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-08","5.14",",,W"," 1449",",,X"," 1532",",,W","0.00",",,0,2400",,,,,,,"93",",,0","79",",,0","  180",",,X","  190",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-09","2.46",",,W"," 1412",",,X"," 1409",",,W","0.73",",,0,2400",,,,,,,"92",",,0","78",",,0","  150",",,X","  140",",,X","23.9",",,X","34.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-10","4.47",",,W"," 1001",",,X"," 1001",",,W","0.24",",,0,2400",,,,,,,"91",",,0","77",",,0","  170",",,X","  170",",,X","17.9",",,X","23.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-11","6.93",",,W"," 1601",",,X"," 1638",",,W","0.00",",,0,2400",,,,,,,"94",",,0","76",",,0","  170",",,X","  180",",,X","17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-12","6.71",",,W"," 1512",",,X"," 1511",",,W","0.00",",,0,2400",,,,,,,"94",",,0","77",",,0","  160",",,X","  170",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-13","6.26",",,W"," 1917",",,X"," 1833",",,W","0.00",",,0,2400",,,,,,,"94",",,0","75",",,0","  190",",,X","  180",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-14","6.49",",,W"," 1850",",,X"," 1849",",,W","0.00",",,0,2400",,,,,,,"97",",,0","77",",,0","  160",",,X","  160",",,X","14.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-15","3.36",",,W"," 1524",",,X"," 1523",",,W","0.00",",,0,2400",,,,,,,"94",",,0","78",",,0","  160",",,X","  160",",,X","15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-16","3.80",",,W"," 1427",",,X"," 1426",",,W","0.00",",,0,2400",,,,,,,"94",",,0","78",",,0","  200",",,X","  190",",,X","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-17","3.80",",,W"," 1417",",,X"," 1416",",,W","0.00",",,0,2400",,,,,,,"93",",,0","76",",,0","  120",",,X","  130",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-18","4.03",",,W"," 1644",",,X"," 1643",",,W","0.00",",,0,2400",,,,,,,"93",",,0","75",",,0","  170",",,X","  170",",,X","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-19","4.47",",,W"," 1710",",,X"," 1604",",,W","0.00",",,0,2400",,,,,,,"94",",,0","78",",,0","  190",",,X","  180",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-20","4.47",",,W"," 1516",",,X"," 1515",",,W","0.00",",,0,2400",,,,,,,"96",",,0","77",",,0","  150",",,X","  150",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-21","4.03",",,W"," 1531",",,X"," 1641",",,W","0.00",",,0,2400",,,,,,,"97",",,0","77",",,0","  130",",,X","  150",",,X","15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-22","7.83",",,W"," 1414",",,X"," 1518",",,W","0.02",",,0,2400",,,,,,,"92",",,0","79",",,0","  110",",,X","   80",",,X","21.0",",,X","29.1",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-23","8.50",",,W"," 1349",",,X"," 1349",",,W","0.99",",,0,2400",,,,,,,"88",",,0","75",",,0","   90",",,X","   80",",,X","21.9",",,X","29.1",",,X","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-24","4.47",",,W"," 1350",",,X"," 1349",",,W","1.03",",,0,2400",,,,,,,"87",",,0","75",",,0","  170",",,X","  160",",,X","17.0",",,X","28.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-25","6.04",",,W"," 1638",",,X"," 1745",",,W","0.00",",,0,2400",,,,,,,"92",",,0","77",",,0","  180",",,X","  160",",,X","13.0",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-26","5.82",",,W"," 2011",",,X"," 0713",",,W","0.00",",,0,2400",,,,,,,"95",",,0","78",",,0","  200",",,X","  220",",,X","13.0",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-27","6.71",",,W"," 1817",",,X"," 1821",",,W","0.00",",,0,2400",,,,,,,"97",",,0","75",",,0","  170",",,X","  160",",,X","14.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-28","5.82",",,W"," 1644",",,X"," 1645",",,W","0.00",",,0,2400",,,,,,,"94",",,0","75",",,0","  150",",,X","  150",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-29","6.04",",,W"," 1737",",,X"," 1700",",,W","0.00",",,0,2400",,,,,,,"94",",,0","75",",,0","  170",",,X","  130",",,X","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-30","7.61",",,W"," 1836",",,X"," 1835",",,W","0.00",",,0,2400",,,,,,,"95",",,0","77",",,0","  180",",,X","  170",",,X","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-07-31","7.83",",,W"," 1703",",,X"," 1726",",,W","0.00",",,0,2400",,,,,,,"96",",,0","78",",,0","  170",",,X","  170",",,X","17.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-01","5.59",",,W"," 1731",",,X"," 1730",",,W","0.00",",,0,2400",,,,,,,"97",",,0","77",",,0","  180",",,X","  190",",,X","17.0",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-02","5.37",",,W"," 1749",",,X"," 1746",",,W","0.00",",,0,2400",,,,,,,"100",",,0","77",",,0","  180",",,X","  180",",,X","17.0",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-03","6.49",",,W"," 0630",",,X"," 0630",",,W","0.15",",,0,2400",,,,,,,"95",",,0","77",",,0","   60",",,X","   50",",,X","29.1",",,X","38.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-04","4.25",",,W"," 1338",",,X"," 1619",",,W","0.00",",,0,2400",,,,,,,"95",",,0","75",",,0","   90",",,X","  130",",,X","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-05","12.30",",,W"," 1020",",,X"," 1019",",,W","1.99",",,0,2400",,,,,,,"84",",,0","75",",,0","  260",",,X","  260",",,X","28.0",",,X","36.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-06","4.92",",,W"," 1032",",,X"," 1210",",,W","0.53",",,0,2400",,,,,,,"89",",,0","77",",,0","  250",",,X","  190",",,X","21.9",",,X","25.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-07","3.80",",,W"," 1459",",,X"," 1506",",,W","0.00",",,0,2400",,,,,,,"94",",,Z","74",",,Z","  170",",,X","  130",",,X","14.1",",,X","17.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-08","4.92",",,W"," 1844",",,X"," 1843",",,W","0.00",",,0,2400",,,,,,,"96",",,0","77",",,0","  140",",,X","  140",",,X","13.0",",,X","17.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-09","4.47",",,W"," 1752",",,X"," 1922",",,W","0.00",",,0,2400",,,,,,,"94",",,0","76",",,0","  160",",,X","  170",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-10","8.50",",,W"," 1728",",,X"," 1731",",,W","0.00",",,0,2400",,,,,,,"94",",,0","78",",,0","  190",",,X","  180",",,X","17.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-11","9.40",",,W"," 1643",",,X"," 1610",",,W","0.00",",,0,2400",,,,,,,"94",",,0","78",",,0","  180",",,X","  200",",,X","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-12","8.05",",,W"," 0855",",,X"," 0854",",,W","0.00","T,,0,2400",,,,,,,"89",",,0","81",",,0","  220",",,X","  200",",,X","17.0",",,X","23.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-13","5.82",",,W"," 1304",",,X"," 1303",",,W","0.21",",,0,2400",,,,,,,"89",",,0","78",",,0","  130",",,X","  140",",,X","15.0",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-14","3.13",",,W"," 1439",",,X"," 1439",",,W","0.07",",,0,2400",,,,,,,"96",",,0","76",",,0","   70",",,X","   60",",,X","23.0",",,X","32.0",",,X","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
