"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-11","5.82",",,W"," 0924",",,W"," 1237",",,W","0.02",",,W,2400",,,,,"72",",,W","79",",,W","65",",,W",,,"   20",",,W","  110",",,W","11.0",",,W","13.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-12","4.92",",,W"," 1119",",,W"," 1123",",,W","0.00",",,W,2400",,,,,"68",",,W","75",",,W","61",",,W",,,"   40",",,W","   40",",,W","11.0",",,W","13.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-13","6.04",",,W"," 1508",",,W"," 1507",",,W","0.00",",,W,2400",,,,,"67",",,W","74",",,W","59",",,W",,,"  110",",,W","  110",",,W","10.1",",,W","11.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-14","5.59",",,W"," 1710",",,W"," 1709",",,W","0.01",",,W,2400",,,,,"69",",,W","76",",,W","62",",,W",,,"  120",",,W","  130",",,W","11.0",",,W","13.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-15","3.80",",,W"," 1025",",,W"," 1040",",,W","0.01",",,W,2400",,,,,"70",",,W","79",",,W","61",",,W",,,"   10",",,W","  360",",,W","13.0",",,W","14.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-16","6.71",",,W"," 1232",",,W"," 1244",",,W","0.01",",,W,2400",,,,,"67",",,W","73",",,W","60",",,W",,,"   70",",,W","   70",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-17","8.05",",,W"," 1541",",,W"," 1010",",,W","0.00",",,W,2400",,,,,"67",",,W","75",",,W","58",",,W",,,"   90",",,W","   90",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-18","11.41",",,W"," 2130",",,W"," 2130",",,W","0.00",",,W,2400",,,,,"71",",,W","77",",,W","64",",,W",,,"  150",",,W","  150",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-19","9.40",",,W"," 1035",",,W"," 1205",",,W","0.00",",,W,2400",,,,,"74",",,W","79",",,W","68",",,W",,,"  150",",,W","  170",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-20","8.28",",,W"," 0817",",,W"," 0754",",,W","0.00",",,W,2400",,,,,"69",",,W","74",",,W","64",",,W",,,"   10",",,W","   10",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-21","8.50",",,W"," 1327",",,W"," 2346",",,W","0.01",",,W,2400",,,,,"72",",,W","78",",,W","65",",,W",,,"  170",",,W","  150",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-22","13.42",",,W"," 1512",",,W"," 1512",",,W","0.00",",,W,2400",,,,,"75",",,W","79",",,W","71",",,W",,,"  130",",,W","  130",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-23","10.29",",,W"," 2159",",,W"," 0753",",,W","1.31",",,W,2400",,,,,"70",",,W","75",",,W","64",",,W",,,"  360",",,W","  200",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-24","17.90",",,W"," 0111",",,W"," 0529",",,W","0.12",",,W,2400",,,,,"61",",,W","67",",,W","54",",,W",,,"   10",",,W","  360",",,W","25.9",",,W","31.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-25","16.55",",,W"," 0423",",,W"," 0434",",,W","0.16",",,W,2400",,,,,"53",",,W","57",",,W","49",",,W",,,"  360",",,W","  360",",,W","30.0",",,W","36.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-26","4.47",",,W"," 1608",",,W"," 1607",",,W","0.00",",,W,2400",,,,,"52",",,W","61",",,W","43",",,W",,,"  150",",,W","  160",",,W","10.1",",,W","11.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-27","7.61",",,W"," 1336",",,W"," 1304",",,W","0.00",",,W,2400",,,,,"61",",,W","71",",,W","51",",,W",,,"  170",",,W","  170",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-28","6.93",",,W"," 1523",",,W"," 0043",",,W","0.00",",,W,2400",,,,,"65",",,W","73",",,W","57",",,W",,,"  120",",,W","  160",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-29","6.71",",,W"," 2327",",,W"," 2327",",,W","0.01",",,W,2400",,,,,"68",",,W","75",",,W","60",",,W",,,"   40",",,W","   30",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-11-30","12.08",",,W"," 0055",",,W"," 2356",",,W","0.00",",,W,2400",,,,,"57",",,W","64",",,W","50",",,W",,,"   40",",,W","   40",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-01","11.18",",,W"," 2311",",,W"," 0154",",,W","0.00",",,W,2400",,,,,"66",",,W","72",",,W","59",",,W",,,"  130",",,W","  100",",,W","14.1",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-02","16.55",",,W"," 1635",",,W"," 1634",",,W","1.69",",,W,2400",,,,,"71",",,W","75",",,W","66",",,W",,,"  140",",,W","  140",",,W","30.0",",,W","38.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-03","16.55",",,W"," 0013",",,W"," 0012",",,W","0.01",",,W,2400",,,,,"72",",,W","75",",,W","69",",,W",,,"  160",",,W","  160",",,W","29.1",",,W","33.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-04","13.20",",,W"," 1632",",,W"," 1632",",,W","0.24",",,W,2400",,,,,"69",",,W","76",",,W","62",",,W",,,"  200",",,W","  200",",,W","29.1",",,W","34.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-05","16.55",",,W"," 0046",",,W"," 0046",",,W","0.00",",,W,2400",,,,,"56",",,W","63",",,W","48",",,W",,,"  300",",,W","  300",",,W","25.1",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-06","9.62",",,W"," 0144",",,W"," 0040",",,W","0.00",",,W,2400",,,,,"51",",,W","56",",,W","46",",,W",,,"  340",",,W","  330",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-07","8.95",",,W"," 1500",",,W"," 1401",",,W","0.00",",,W,2400",,,,,"58",",,W","67",",,W","49",",,W",,,"  140",",,W","  130",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-08","11.41",",,W"," 1912",",,W"," 2041",",,W","0.00",",,W,2400",,,,,"67",",,W","72",",,W","62",",,W",,,"  120",",,W","  120",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-09","10.51",",,W"," 1343",",,W"," 1342",",,W","0.02",",,W,2400",,,,,"65",",,W","75",",,W","54",",,W",,,"  300",",,W","  300",",,W","29.1",",,W","34.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-10","9.17",",,W"," 0030",",,W"," 0027",",,W","0.00",",,W,2400",,,,,"54",",,W","61",",,W","47",",,W",,,"  310",",,W","  310",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-11","13.87",",,W"," 1223",",,W"," 1057",",,W","0.00","T,,W,2400",,,,,"64",",,W","69",",,W","59",",,W",,,"  100",",,W","   90",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-12","14.76",",,W"," 1836",",,W"," 1835",",,W","0.98",",,W,2400",,,,,"63",",,W","71",",,W","54",",,W",,,"  310",",,W","  310",",,W","25.9",",,W","31.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-13","12.53",",,W"," 0328",",,W"," 1218",",,W","0.00",",,W,2400",,,,,"54",",,W","61",",,W","47",",,W",,,"  300",",,W","  300",",,W","21.0",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-14","8.72",",,W"," 2336",",,W"," 2318",",,W","0.00",",,W,2400",,,,,"58",",,W","70",",,W","45",",,W",,,"  330",",,W","  330",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-15","17.22",",,W"," 0056",",,W"," 0056",",,W","0.00",",,W,2400",,,,,"54",",,W","59",",,W","49",",,W",,,"  330",",,W","  340",",,W","30.0",",,W","34.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-16","7.61",",,W"," 0214",",,W"," 1136",",,W","0.00",",,W,2400",,,,,"52",",,W","59",",,W","45",",,W",,,"   10",",,W","  110",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-17","10.51",",,W"," 1310",",,W"," 1257",",,W","0.53",",,W,2400",,,,,"59",",,W","66",",,W","52",",,W",,,"  100",",,W","   90",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-18","9.62",",,W"," 1332",",,W"," 1336",",,W","0.49",",,W,2400",,,,,"57",",,W","62",",,W","52",",,W",,,"  340",",,W","  340",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-19","8.50",",,W"," 1823",",,W"," 1626",",,W","0.00",",,W,2400",,,,,"57",",,W","65",",,W","49",",,W",,,"   80",",,W","   90",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-20","18.34",",,W"," 1324",",,W"," 1237",",,W","1.85",",,W,2400",,,,,"56",",,W","61",",,W","50",",,W",,,"   50",",,W","   50",",,W","29.1",",,W","34.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-21","16.55",",,W"," 0543",",,W"," 0544",",,W","0.00",",,W,2400",,,,,"47",",,W","51",",,W","43",",,W",,,"   20",",,W","  360",",,W","29.1",",,W","33.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-22","10.07",",,W"," 0007",",,W"," 0306",",,W","0.00",",,W,2400",,,,,"46",",,W","54",",,W","38",",,W",,,"   40",",,W","   40",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-23","8.50",",,W"," 1129",",,W"," 1123",",,W","0.00",",,W,2400",,,,,"52",",,W","58",",,W","45",",,W",,,"   20",",,W","   20",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-24","5.37",",,W"," 1908",",,W"," 1855",",,W","0.00",",,W,2400",,,,,"56",",,W","68",",,W","43",",,W",,,"  220",",,W","  220",",,W","8.9",",,W","11.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-25","8.50",",,W"," 0613",",,W"," 0505",",,W","0.00",",,W,2400",,,,,"51",",,W","55",",,W","46",",,W",,,"   60",",,W","   70",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-26","3.80",",,W"," 1227",",,W"," 1159",",,W","0.00",",,W,2400",,,,,"55",",,W","67",",,W","43",",,W",,,"  280",",,W","  250",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-27","7.83",",,W"," 1459",",,W"," 1459",",,W","0.00",",,W,2400",,,,,"62",",,W","72",",,W","51",",,W",,,"  250",",,W","  250",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-28","12.08",",,W"," 0430",",,W"," 0424",",,W","0.00",",,W,2400",,,,,"53",",,W","60",",,W","45",",,W",,,"  340",",,W","  340",",,W","28.0",",,W","32.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-29","7.38",",,W"," 1737",",,W"," 1740",",,W","0.00",",,W,2400",,,,,"57",",,W","66",",,W","47",",,W",,,"  180",",,W","  170",",,W","14.1",",,W","15.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-30","9.40",",,W"," 1212",",,W"," 1324",",,W","0.00",",,W,2400",,,,,"64",",,W","70",",,W","57",",,W",,,"  190",",,W","  190",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","1999-12-31","6.49",",,W"," 0302",",,W"," 0234",",,W","0.01",",,W,2400",,,,,"63",",,W","72",",,W","54",",,W",,,"  240",",,W","  220",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-01","8.50",",,W"," 2158",",,W"," 2207",",,W","0.02",",,W,2400",,,,,"61",",,W","71",",,W","51",",,W",,,"  140",",,W","  150",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-02","12.75",",,W"," 2202",",,W"," 2231",",,W","0.01",",,W,2400",,,,,"68",",,W","72",",,W","64",",,W",,,"  140",",,W","  150",",,W","21.9",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-03","8.95",",,W"," 2255",",,W"," 2316",",,W","0.03",",,W,2400",,,,,"69",",,W","77",",,W","60",",,W",,,"  300",",,W","  300",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-04","19.01",",,W"," 0220",",,W"," 0219",",,W","0.00",",,W,2400",,,,,"53",",,W","60",",,W","46",",,W",,,"  300",",,W","  300",",,W","33.1",",,W","40.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-05","12.08",",,W"," 2336",",,W"," 2335",",,W","0.00",",,W,2400",,,,,"50",",,W","59",",,W","40",",,W",,,"  140",",,W","  140",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-06","16.11",",,W"," 2324",",,W"," 0815",",,W","0.00",",,W,2400",,,,,"61",",,W","63",",,W","58",",,W",,,"   70",",,W","   90",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-07","16.78",",,W"," 1143",",,W"," 1207",",,W","0.00","T,,W,2400",,,,,"62",",,W","65",",,W","58",",,W",,,"   80",",,W","   70",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-08","11.41",",,W"," 0137",",,W"," 0233",",,W","0.98",",,W,2400",,,,,"64",",,W","70",",,W","58",",,W",,,"  100",",,W","  100",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-09","5.59",",,W"," 2205",",,W"," 2202",",,W","0.00",",,W,2400",,,,,"60",",,W","63",",,W","56",",,W",,,"  220",",,W","  220",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-10","8.72",",,W"," 1656",",,W"," 1656",",,W","0.01",",,W,2400",,,,,"60",",,W","69",",,W","50",",,W",,,"  190",",,W","  200",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-11",,,,,,,"0.00",",,W,2400",,,"0.0",",,W",,,,,,,,,,,,,,,"0.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-12","11.63",",,W"," 1232",",,W"," 1231",",,W","0.01",",,W,2400",,,,,"67",",,W","72",",,W","62",",,W",,,"  160",",,W","  160",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-13","7.83",",,W"," 2234",",,W"," 2226",",,W","0.01",",,W,2400",,,,,"66",",,W","71",",,W","61",",,W",,,"   30",",,W","   50",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-14","17.00",",,W"," 0741",",,W"," 0927",",,W","0.00",",,W,2400",,,,,"58",",,W","61",",,W","54",",,W",,,"   50",",,W","   50",",,W","28.0",",,W","31.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-15","11.63",",,W"," 0928",",,W"," 0928",",,W","0.00",",,W,2400",,,,,"62",",,W","68",",,W","56",",,W",,,"   90",",,W","  100",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-16","10.29",",,W"," 1323",",,W"," 1341",",,W","0.00",",,W,2400",,,,,"67",",,W","73",",,W","61",",,W",,,"  140",",,W","  130",",,W","15.0",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-17","9.40",",,W"," 1514",",,W"," 1521",",,W","0.01",",,W,2400",,,,,"67",",,W","73",",,W","61",",,W",,,"  140",",,W","  140",",,W","15.0",",,W","16.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-18","9.84",",,W"," 1602",",,W"," 1455",",,W","0.02",",,W,2400",,,,,"66",",,W","74",",,W","58",",,W",,,"  200",",,W","  210",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-19","12.97",",,W"," 1415",",,W"," 1414",",,W","0.01",",,W,2400",,,,,"69",",,W","75",",,W","62",",,W",,,"  210",",,W","  210",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-20","14.32",",,W"," 0939",",,W"," 0943",",,W","0.00",",,W,2400",,,,,"60",",,W","67",",,W","52",",,W",,,"   10",",,W","   20",",,W","23.0",",,W","25.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-21","14.32",",,W"," 0953",",,W"," 1003",",,W","0.00",",,W,2400",,,,,"57",",,W","62",",,W","52",",,W",,,"   90",",,W","   80",",,W","21.9",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-22","10.74",",,W"," 1535",",,W"," 1438",",,W","0.00",",,W,2400",,,,,"67",",,W","74",",,W","59",",,W",,,"  200",",,W","  200",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-23","9.62",",,W"," 2210",",,W"," 2313",",,W","0.00",",,W,2400",,,,,"68",",,W","77",",,W","59",",,W",,,"  350",",,W","  360",",,W","28.0",",,W","33.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-24","13.65",",,W"," 0215",",,W"," 0223",",,W","0.00",",,W,2400",,,,,"54",",,W","59",",,W","49",",,W",,,"   10",",,W","   10",",,W","29.1",",,W","33.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-25","8.95",",,W"," 2125",",,W"," 2124",",,W","0.00",",,W,2400",,,,,"55",",,W","61",",,W","48",",,W",,,"  360",",,W","  360",",,W","23.0",",,W","25.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-26","17.00",",,W"," 2334",",,W"," 2333",",,W","0.00",",,W,2400",,,"0.0",",,W","48",",,W","52",",,W","43",",,W",,,"   90",",,W","   90",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-27","21.92",",,W"," 1759",",,W"," 1759",",,W","0.73",",,W,2400",,,,,"53",",,W","65",",,W","41",",,W",,,"  340",",,W","  340",",,W","36.9",",,W","40.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-28","17.90",",,W"," 0222",",,W"," 0246",",,W","0.00",",,W,2400",,,,,"43",",,W","46",",,W","39",",,W",,,"  350",",,W","  360",",,W","25.1",",,W","30.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-29","14.09",",,W"," 1013",",,W"," 1021",",,W","0.00",",,W,2400",,,,,"39",",,W","41",",,W","36",",,W",,,"  360",",,W","  330",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-30","11.86",",,W"," 0759",",,W"," 1144",",,W","0.00",",,W,2400",,,,,"44",",,W","50",",,W","37",",,W",,,"   20",",,W","   10",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-01-31","13.20",",,W"," 2059",",,W"," 2058",",,W","0.00",",,W,2400",,,,,"50",",,W","55",",,W","44",",,W",,,"   80",",,W","   80",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-02-01","13.20",",,W"," 1343",",,W"," 1343",",,W","0.01",",,W,2400",,,,,"54",",,W","57",",,W","51",",,W",,,"   40",",,W","   50",",,W","23.9",",,W","28.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-02-02","9.62",",,W"," 1111",",,W"," 1128",",,W","0.06",",,W,2400",,,,,"52",",,W","57",",,W","47",",,W",,,"   40",",,W","   40",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-02-03","7.83",",,W"," 1633",",,W"," 1554",",,W","0.00",",,W,2400",,,,,"56",",,W","66",",,W","46",",,W",,,"  190",",,W","  200",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-02-04","12.97",",,W"," 1045",",,W"," 1044",",,W","0.00",",,W,2400",,,,,"58",",,W","66",",,W","49",",,W",,,"   20",",,W","   20",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2000-02-05","11.63",",,W"," 0153",",,W"," 0110",",,W","0.00",",,W,2400",,,,,"47",",,W","52",",,W","41",",,W",,,"   10",",,W","   10",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,
