X,Y,OBJECTID_1,OBJECTID,ID,DIST_NM,CNTY_NM,T_FLAG,AADT_2019,AADT_2018,AADT_2017,AADT_2016,AADT_2015,AADT_2014,AADT_2013,AADT_2012,AADT_2011,AADT_2010,AADT_2009,AADT_2008,AADT_2007,AADT_2006,AADT_2005,AADT_2004,AADT_2003,AADT_2002,AADT_2001,AADT_2000,ZLEVEL
-96.076324,30.097359,20427,20427,169825,Houston,Waller,237T2,12024,10708,11036,9684,10397,10325,10898,9200,11000,10000,9400,9500,11200,10200,11100,10500,9900,10300,10600,10100,13
-96.079826,30.097445,20428,20428,169833,Houston,Waller,237T6,11500,10699,12138,11107,12460,10681,10691,10300,10300,10600,9800,8800,9600,10300,9560,11200,11400,10900,10300,9000,11
-96.078888,30.09741,20429,20429,169841,Houston,Waller,237T4,12513,11287,12520,11543,12551,10892,10795,10400,10400,10700,9600,10700,11200,12100,11410,11000,10900,10700,10300,10200,9
-96.078423,30.098829,20430,20430,169849,Houston,Waller,237T1,9516,9767,9334,8740,8193,7635,7148,6900,8000,7600,7200,10200,9300,9000,8470,9100,8600,7500,7800,9400,13
-96.078171,30.103306,20431,20431,169857,Houston,Waller,237H1,9800,9549,9066,8194,7737,7197,7045,6800,7800,7100,7100,9500,8900,8900,7530,8500,8000,8700,8100,9400,13
-96.105637,30.12163,20432,20432,169865,Houston,Waller,237D10,19903,17694,21710,17986,17808,17954,15916,16300,17100,0,0,0,0,0,0,0,0,0,0,0,9
-96.085396,30.116579,20433,20433,169873,Houston,Waller,237H71,20861,19579,21301,17076,20362,19367,18210,16700,17400,18000,18700,22000,20000,20000,11040,19000,18900,21000,22000,23000,9
-96.020813,29.91177,20434,20434,169881,Houston,Waller,237H60,3195,3195,3754,3101,4064,2978,3549,3200,3800,2700,2900,2500,3000,2800,2720,2400,2300,2400,2700,2200,12
-96.028809,29.917488,20435,20435,169889,Houston,Waller,237H62,2298,2088,1985,1911,1702,1765,1765,1700,1650,1650,1550,1600,1550,1750,1680,1300,1300,1450,1300,1350,11
-96.027374,29.927593,20436,20436,169897,Houston,Waller,237H61,3738,3052,3695,3038,3296,3009,3060,3000,2900,2800,2900,2600,3100,2900,2700,2600,2300,2400,2600,2200,13
-96.040833,29.950478,20437,20437,169913,Houston,Waller,237H65,998,863,905,986,880,700,664,640,800,740,850,840,690,770,790,740,640,460,580,550,11
-96.039139,29.953341,20438,20438,169921,Houston,Waller,237H64,3623,2945,3237,2996,3195,2795,3355,2900,3500,2600,2600,2300,2900,3200,2550,2400,2100,2500,2400,2200,12
-95.957848,29.914934,20439,20439,169929,Houston,Waller,237H34,4785,3776,3955,3277,3121,3357,3590,2900,3200,2600,3100,2800,3200,3000,3100,2900,2700,2400,2500,2100,13
-95.957893,29.919144,20440,20440,169937,Houston,Waller,237H33,2850,2710,2830,2891,2812,2326,2480,2100,2200,1900,2100,2100,2300,2100,2390,2300,1850,1700,1950,1400,12
-96.037766,30.071995,20442,20442,169961,Houston,Waller,237H27,5423,4750,4637,4506,4488,3406,4859,4200,4800,4100,4000,4200,4200,4300,3910,3900,3400,3600,3900,3100,12
-96.069557,30.097149,20443,20443,169969,Houston,Waller,237H24,14187,13029,11772,10418,11474,10438,9792,9600,11800,10900,10400,11200,12300,11100,12120,13100,10600,10900,11300,11000,13
-96.065811,30.096502,20444,20444,169977,Houston,Waller,237H25,9380,9380,8388,8423,9563,7811,7647,7800,8700,8800,8000,9000,9600,8700,8440,9100,8100,8500,8600,8200,13
-96.069069,30.097488,20445,20445,169985,Houston,Waller,237T3,3985,3876,3609,3540,3783,3746,3162,3100,3400,3300,3200,3400,3800,4000,4230,3700,3600,3000,3400,2800,11
-96.066757,30.098406,20446,20446,169993,Houston,Waller,237H23,4641,4345,4039,4116,4127,3623,3366,3300,3800,3700,4300,3500,4200,4300,4440,4200,3800,3200,3800,3200,12
-96.058907,30.112532,20447,20447,170001,Houston,Waller,237H1A,46883,46366,46661,38439,34239,30540,34314,35000,35000,36000,34000,33000,36000,34000,35060,34000,36000,39000,37000,35000,8
-96.074944,30.121031,20448,20448,170009,Houston,Waller,237H2,24243,24243,25397,18945,17845,18226,18664,18300,18500,19800,19500,20000,18600,18500,17800,17800,16900,14800,14900,19200,11
-96.03936,30.08256,20449,20449,170017,Houston,Waller,237H26A,5856,4966,4828,4638,4508,4206,4990,4300,4900,4000,4300,3600,4300,4500,4070,4500,3400,3600,3700,3200,10
-96.041306,30.087467,20450,20450,170025,Houston,Waller,237H28B,4356,4016,3780,3792,3178,3618,3872,3400,4000,3000,3200,2800,3200,3200,3160,3100,2500,2600,2800,2300,12
-96.037712,30.08349,20451,20451,170033,Houston,Waller,237H28,5869,5869,5686,4623,4413,4893,5293,3800,5100,4900,3700,4800,4700,3900,5120,5000,4300,4000,4300,4200,13
-96.030731,30.091509,20452,20452,170041,Houston,Waller,237H28A,44902,44842,46581,34773,41315,35244,35386,35000,36000,37000,35000,35000,37000,35000,36660,36000,37000,41000,37000,35000,10
-95.991486,30.072437,20453,20453,170049,Houston,Waller,237H29,4518,4518,4699,3728,3597,3380,3815,2300,3900,3500,2900,3400,3700,3300,4000,3800,3300,3200,3600,3000,13
-95.992798,30.073811,20454,20454,170057,Houston,Waller,237H17,8842,6302,4175,4019,4043,5012,4692,4600,4500,4900,5200,5300,5200,5800,6220,5300,5200,3300,4500,2800,12
-96.000671,30.081976,20455,20455,170065,Houston,Waller,237H28C,43945,43945,43510,33615,37098,36371,35175,35000,36000,37000,35000,35000,37000,35000,35650,35000,39000,38000,38000,35000,9
-95.998077,30.095743,20456,20456,170073,Houston,Waller,237H20,4134,2846,2351,1582,1617,2342,1836,1800,1750,2200,2300,2300,2300,2900,3350,2500,2200,1250,1950,880,12
-95.989822,30.0879,20457,20457,170081,Houston,Waller,237H19,3622,2987,2532,2529,2425,2839,2754,2700,2600,2700,3000,2900,3400,4400,5010,3700,3200,2100,3700,1800,10
-95.989052,30.087444,20458,20458,170089,Houston,Waller,237H18,12745,11908,10490,10758,10246,10225,9384,9200,9100,10900,11300,11200,11400,12700,13410,11900,7200,5700,6300,4500,12
-95.991585,30.102659,20459,20459,170097,Houston,Waller,237H21,975,482,904,593,627,995,551,540,740,1000,950,860,1000,1200,1300,1050,900,520,770,390,10
-95.990158,30.121712,20460,20460,170105,Houston,Waller,237H21A,547,454,393,433,444,398,471,350,400,360,360,380,450,350,540,470,430,380,420,360,12
-95.991989,30.123352,20461,20461,170113,Houston,Waller,237H22,3082,2843,2580,2919,3077,2450,2503,2500,2600,2500,2200,2000,2500,2700,2660,2700,2200,2100,2100,1900,10
-95.960434,30.142132,20462,20462,170121,Houston,Waller,237H14,3204,3102,2669,3027,3225,2591,2628,2500,2300,2100,2200,2000,2600,2700,2500,2500,2200,2200,2100,1950,12
-95.955261,30.141827,20463,20463,170129,Houston,Waller,237H15,4045,2875,3259,3193,3035,2547,2142,2100,2600,2100,2200,2200,2300,2000,2400,2200,2000,1750,1750,1500,10
-95.952522,30.144796,20464,20464,170137,Houston,Harris,102E3054,5104,5170,4982,4883,4961,4030,4053,3700,4200,3400,3500,3200,3800,3900,3800,3700,3200,3300,2900,3100,12
-96.121796,30.162912,20467,20467,170161,Houston,Waller,237H74,419,303,330,355,371,291,259,250,260,270,250,220,260,330,340,460,320,230,260,220,10
-96.069084,30.165186,20494,20494,170377,Houston,Waller,237H75,582,694,849,810,886,717,740,650,740,580,590,630,800,720,810,740,740,570,520,520,12
-96.061066,30.165325,20495,20495,170385,Houston,Waller,237H3,1451,1274,1217,1158,1163,1009,987,920,1050,920,1000,990,1100,1050,1120,1150,1100,1000,1050,980,10
-96.055534,30.204515,20496,20496,170393,Houston,Waller,237H5,605,635,657,618,512,520,532,480,560,450,520,580,520,490,480,490,430,440,480,510,12
-96.058426,30.208212,20497,20497,170401,Houston,Waller,237H4,22650,22650,22069,19030,17131,16904,16985,16900,17600,17000,17800,18300,16700,17200,16100,16100,15100,14600,13400,0,9
-95.971588,30.173414,20503,20503,170457,Houston,Waller,237H13,1152,850,914,823,877,713,663,650,710,620,720,710,780,700,890,790,660,550,630,700,10
-95.957657,30.162745,20504,20504,170465,Houston,Waller,237E3055,1359,1014,1155,1044,1100,928,785,770,830,740,830,820,870,720,920,930,800,770,810,710,12
-95.94957,30.235352,20505,20505,170473,Houston,Waller,2.37E+27,1488,1198,1107,1206,1105,920,992,920,960,950,1050,1250,860,770,810,760,630,570,600,680,11
-95.944588,29.480732,20528,20528,170657,Houston,Fort Bend,80H41,26212,27457,24641,29415,26819,31401,30080,30000,28000,28000,28000,29000,29000,27840,27390,27000,26000,28000,24000,23000,9
-95.93618,29.480989,20529,20529,170665,Houston,Fort Bend,80H42,2655,2570,2840,3167,2207,1684,1479,1450,1450,1300,1550,1550,2100,1800,1630,1550,1850,1750,1600,2000,10
-95.936287,29.486076,20530,20530,170673,Houston,Fort Bend,80H43,2298,1668,2264,2294,1593,1573,643,630,730,630,600,590,1550,1400,1100,1700,1100,1100,1100,1000,13
-95.873734,29.365326,20531,20531,170681,Houston,Fort Bend,80H111,1711,1437,1805,1388,1553,1465,1545,1200,1300,1100,1100,1250,1300,1350,1170,1100,1200,1050,990,960,13
-95.828247,29.391266,20532,20532,170689,Houston,Fort Bend,80H112,9500,8653,10438,9783,9913,8285,7973,8300,8800,8400,7800,9100,10000,9900,9830,8400,9300,8700,9600,9000,11
-95.843437,29.394125,20533,20533,170697,Houston,Fort Bend,80H111A,3667,3202,3858,3169,3243,3191,3162,3100,2800,2700,2800,2900,3000,3000,2850,2800,2800,2600,2500,2500,10
-95.838409,29.398792,20534,20534,170705,Houston,Fort Bend,80T35,5704,5261,5827,4920,5604,5151,4386,4300,5000,4900,4800,4900,5300,5300,4560,4600,4800,4400,4200,4500,12
-95.83902,29.400246,20535,20535,170713,Houston,Fort Bend,80T36,4093,3975,4761,4952,4698,3837,3999,4000,3500,3400,3500,4000,4400,4100,4050,3800,3800,3800,4000,3700,11
-95.844299,29.404579,20536,20536,170721,Houston,Fort Bend,80H118,2993,2931,3363,3037,3438,2616,2876,2600,2500,2300,2800,2900,3100,2800,3010,2900,3000,2900,3100,3000,12
-95.836761,29.398373,20537,20537,170729,Houston,Fort Bend,80T34,4364,4364,4058,4605,4016,3790,3724,3700,3400,3300,3500,4000,3500,3800,3700,3400,3700,3700,3900,3800,11
-95.836227,29.400782,20538,20538,170737,Houston,Fort Bend,80T32,5043,5043,5561,5185,5765,5028,4896,4800,5100,5000,4900,5600,6700,5500,5570,5000,4600,4300,4100,4300,12
-95.834572,29.401281,20539,20539,170745,Houston,Fort Bend,80T33,7211,6233,7370,7387,6996,6324,6176,6300,5800,5500,5500,6000,7800,7400,6900,5900,6200,5600,6100,5700,9
-95.835205,29.40583,20540,20540,170753,Houston,Fort Bend,80H113,8680,8663,8939,9208,8717,7276,7085,7500,8000,7600,6900,7300,9000,8700,8900,7600,7900,7800,7700,7100,11
-95.877686,29.432367,20541,20541,170761,Houston,Fort Bend,80H119,2231,2706,2532,2917,2445,1710,1530,1500,1650,1600,1650,1750,1900,1850,1810,1900,1700,1850,2200,1900,10
-95.818542,29.4636,20542,20542,170769,Houston,Fort Bend,80H117,13000,11159,12977,13022,11634,11018,10067,10500,11000,10600,10000,10400,12600,13300,13220,10800,11500,11200,11000,10100,11
-95.815231,29.460489,20543,20543,170777,Houston,Fort Bend,80H114,2264,1666,1743,1696,1660,1280,1439,1350,1500,1200,1300,1250,1300,1650,1240,1200,1300,1300,1300,890,11
-95.930916,29.492342,20544,20544,170785,Houston,Fort Bend,80H44,2435,2379,1689,1741,1615,1005,961,1000,710,670,750,700,920,1550,900,1100,980,950,1000,1300,12
-95.912453,29.500841,20545,20545,170793,Houston,Fort Bend,80H45,1777,1026,1338,1424,1183,1056,1135,870,900,930,900,1050,1700,1100,1230,1900,1300,1300,1350,1300,13
-95.904999,29.502028,20546,20546,170801,Houston,Fort Bend,80H46,29580,29322,28848,30830,27777,25424,29869,31000,30000,30000,29000,30000,28000,29260,30750,29000,27000,28000,27000,26000,9
-95.891792,29.513235,20547,20547,170809,Houston,Fort Bend,80H47,28785,27807,28142,30693,28104,29097,31517,31000,31000,29000,28000,31000,29000,30210,32760,30000,28000,29000,28000,28000,9
-95.888359,29.553589,20548,20548,170817,Houston,Fort Bend,80H51A,4262,3585,3606,4351,3795,2752,2463,2700,4000,2600,2100,2600,1600,930,910,890,950,1050,1100,3500,13
-95.924644,29.588495,20549,20549,170825,Houston,Fort Bend,80H1,6346,5710,5258,5462,5980,5339,4521,5000,5400,5200,5800,5400,5300,5400,5700,5100,4600,4900,5300,4500,10
-95.870255,29.520685,20550,20550,170833,Houston,Fort Bend,80H47A,3000,2841,3084,1535,1437,1090,1127,1150,1250,1000,1050,1400,500,430,400,350,430,400,450,400,13
-95.877769,29.526867,20551,20551,170841,Houston,Fort Bend,80H47B,8614,8438,8398,7930,6879,6725,6599,6600,7800,5400,5100,3800,2800,2200,1900,1850,2400,2600,2100,2100,13
-95.85347,29.535002,20552,20552,170849,Houston,Fort Bend,80H49,48004,32595,32380,36719,35079,29078,32277,31000,37000,33000,34000,35000,36000,33410,31260,30000,31000,32000,29000,27000,13
-95.854118,29.536808,20553,20553,170857,Houston,Fort Bend,80H48,2608,4261,4212,3665,4552,3320,3235,3300,3800,2900,3100,3600,3400,3600,3590,3600,3500,3300,3600,4100,13
-95.818062,29.531866,20554,20554,170865,Houston,Fort Bend,80H56,51451,38358,36988,44559,41175,37089,38958,35000,43000,40000,40000,41000,37000,27080,32250,34000,36000,36000,35000,31000,13
-95.823189,29.555773,20555,20555,170873,Houston,Fort Bend,80H50,7238,7469,8210,8349,8931,7594,7394,7800,8600,7500,7700,12900,12500,13100,11800,11800,8700,8700,8700,8100,13
-95.82708,29.55867,20556,20556,170881,Houston,Fort Bend,80H51,3075,3044,2883,3119,2757,2942,2458,2500,2800,2700,4000,5000,5000,4900,4900,4000,4000,3400,3500,3700,13
-95.826241,29.56349,20557,20557,170889,Houston,Fort Bend,80H52,5418,5009,4984,5985,5108,4748,4804,4900,5800,5200,5500,5600,5400,6100,5820,6400,6200,6300,5500,5600,9
-95.819901,29.556946,20558,20558,170897,Houston,Fort Bend,80T12,4199,5112,5304,4787,4562,3626,3968,4000,4600,3600,3900,3500,4100,3800,3810,3700,3300,3800,4000,3300,12
-95.812943,29.377192,20559,20559,170913,Houston,Fort Bend,80H106,3804,3804,4505,3590,2974,2808,2817,2400,3200,2400,2300,2600,3100,3400,2860,3600,3000,2600,3300,2700,10
-95.811096,29.377106,20560,20560,170921,Houston,Fort Bend,80H105,7740,8188,8188,7349,7409,6626,6442,6800,7300,7000,6400,7100,8200,8300,8200,7000,7500,7400,6500,7400,11
-95.781807,29.432711,20561,20561,170929,Houston,Fort Bend,80T37,5318,3928,3618,3602,3625,3396,3857,3200,3500,3000,3100,3000,3200,3700,3960,3000,2900,2500,2500,2200,10
-95.795387,29.444002,20562,20562,170937,Houston,Fort Bend,80H115,6682,5473,5164,4439,4976,3782,4829,4200,4700,4100,4000,3900,4100,4700,4140,3900,3500,3200,2900,2500,12
-95.79541,29.447468,20563,20563,170945,Houston,Fort Bend,80H116,5552,5069,5106,4177,4652,4066,4045,3600,3900,3500,3300,3300,3400,3700,3480,3300,2500,2600,2900,2100,11
-95.808723,29.48654,20564,20564,170953,Houston,Fort Bend,80H59,13000,11266,12908,13430,13191,10985,10685,11800,12000,11500,10600,11100,13500,13000,12900,11800,13200,12100,12200,11300,11
-95.807289,29.491154,20565,20565,170961,Houston,Fort Bend,80H58,7682,6313,7166,7318,7781,6417,6330,6700,6800,6500,6200,6800,8000,7600,7700,7200,7900,7700,7300,7100,9
-95.778587,29.430058,20566,20566,170969,Houston,Fort Bend,80H102,2825,2325,2318,2199,2162,1890,1766,1750,1900,1550,1600,1600,1700,1700,1660,1500,1500,1450,1450,980,12
-95.758263,29.485355,20567,20567,170977,Houston,Fort Bend,80H63,7250,6858,6389,5196,5828,4238,4488,4400,4800,4300,3900,3900,4000,4400,4080,3700,3800,3600,3700,2700,10
-95.73703,29.394341,20568,20568,170985,Houston,Fort Bend,80H101,2222,1622,1637,1384,1444,1236,1278,1150,1250,990,1100,1100,1200,1300,1290,1050,960,1000,820,640,12
-95.729378,29.394987,20569,20569,170993,Houston,Fort Bend,80H100,2104,2104,2179,2317,1889,1839,1835,1850,1900,1450,1300,1350,1400,1650,1050,1400,1500,1250,1250,1200,10
-95.684258,29.424402,20570,20570,171001,Houston,Fort Bend,80H98,3099,2626,2802,3418,2627,2353,2451,2500,2500,2000,2200,2100,2400,2800,2430,2300,2800,2300,2400,1900,12
-95.686996,29.434078,20571,20571,171009,Houston,Fort Bend,80H99,5107,5182,4574,4377,4169,3793,4154,4000,3900,3300,3300,3000,3200,3500,3200,3200,3500,3200,3400,2800,11
-95.808159,29.52953,20572,20572,171017,Houston,Fort Bend,80H57,20362,15636,14105,16009,15980,13421,11776,11800,13000,12600,11300,13000,12600,12400,11740,12000,12800,12800,11500,11400,11
-95.808182,29.533199,20573,20573,171025,Houston,Fort Bend,80H55,26624,24603,23020,24292,23260,22283,20383,19900,22000,21000,26000,26000,25000,21000,19290,20000,22000,18200,17700,18000,10
-95.798164,29.532442,20574,20574,171033,Houston,Fort Bend,80H60,60941,58675,55800,64596,60343,51888,52229,48000,48000,52000,50000,52000,50000,26630,43610,44000,44000,46000,38000,38000,13
-95.808601,29.547316,20575,20575,171041,Houston,Fort Bend,80H54,22620,17700,18658,20268,20223,19779,17843,18200,17500,17100,20000,20000,19900,20000,19200,19000,22000,20000,17200,17200,9
-95.777603,29.532715,20576,20576,171049,Houston,Fort Bend,80H61,13780,12890,14335,14627,12225,10676,10498,9700,11000,8900,9800,9400,11400,9300,9620,9000,9200,9100,8700,7900,12
-95.775818,29.53562,20577,20577,171057,Houston,Fort Bend,80H62,15430,14553,16448,14029,14075,11605,10196,10400,11300,9900,10800,11500,12500,12600,12410,12100,13000,11700,11800,13300,11
-95.775146,29.534719,20578,20578,171065,Houston,Fort Bend,80H65,71317,71211,71872,72592,69335,53983,56530,53000,56000,57000,50000,54000,51000,39010,47050,47000,45000,49000,43000,43000,10
-95.749344,29.549557,20579,20579,171073,Houston,Fort Bend,80H75,26738,23539,20048,21968,23363,27738,22440,22000,25000,22000,22000,20000,20000,16400,16420,18000,16600,15900,16200,14600,13
-95.808784,29.556738,20580,20580,171089,Houston,Fort Bend,80T10,19230,19286,16904,17723,17796,16771,15047,15800,16000,15600,19500,19500,19400,17500,17200,17000,18200,16000,16000,15800,11
-95.80883,29.557545,20581,20581,171097,Houston,Fort Bend,80T9,16000,14191,14839,13105,13451,12178,10645,11300,11500,11200,14600,14500,14700,14500,13170,13000,13200,10000,11000,10800,10
-95.81015,29.565624,20583,20583,171121,Houston,Fort Bend,80H53,18630,15227,15424,16274,15522,14392,14894,13700,13800,11500,11900,12400,12500,12500,12400,11200,10800,9600,9800,8600,11
-95.793228,29.557413,20584,20584,171129,Houston,Fort Bend,80T7A,15454,14959,14126,16374,15357,13240,13592,12300,13900,14000,14500,14200,16200,16400,15740,16600,16100,15500,15600,13500,12
-95.792648,29.558647,20585,20585,171137,Houston,Fort Bend,80T3,17889,21076,19353,20446,21833,17326,17457,17400,18000,19700,17000,19300,23000,22000,24340,22000,21000,20000,22000,23000,13
-95.791473,29.557741,20586,20586,171145,Houston,Fort Bend,80T6,17500,16923,19658,19575,17147,15499,14400,13900,16500,16400,16600,16300,23000,18200,17800,21000,18200,17200,16900,15400,12
-95.791428,29.558945,20587,20587,171153,Houston,Fort Bend,80T4,17870,18229,19353,20087,21203,17670,17004,16500,17200,19400,17700,19000,22000,22000,24100,21000,24000,23000,21000,20000,13
-95.781975,29.585709,20588,20588,171161,Houston,Fort Bend,80H73,2925,3208,3014,2661,2980,2785,3036,2900,3100,3000,2600,2600,2700,2500,2900,3000,3000,3300,2800,3000,12
-95.7743,29.581694,20589,20589,171169,Houston,Fort Bend,80H72,6161,6180,5919,5707,5915,5516,6212,5600,6200,6300,5600,5800,6300,5900,7000,6200,6600,6500,6000,6100,10
-95.772331,29.576212,20590,20590,171177,Houston,Fort Bend,80H70,28706,28706,26605,25562,28999,19536,22107,23000,23000,27000,26000,28000,30000,31000,34450,29000,30000,29000,29000,29000,13
-95.77079,29.578682,20591,20591,171185,Houston,Fort Bend,80H71,11309,11087,11291,11161,11898,11173,10129,11100,12000,10900,12000,12300,15500,12900,12900,11400,11400,12600,11700,11300,11
-95.764793,29.575117,20592,20592,171193,Houston,Fort Bend,80T20,21000,18626,20154,20786,21712,20954,19176,18800,21000,21000,20000,21000,22000,21000,22000,21000,19600,19900,19600,17700,12
-95.764824,29.576494,20593,20593,171201,Houston,Fort Bend,80T19,11250,9674,11292,11137,12901,11145,10500,9700,11000,11000,10500,11400,11800,13200,11970,10700,9800,11400,10200,8800,13
-95.767479,29.579767,20594,20594,171209,Houston,Fort Bend,80T15,20503,21566,25402,20827,25514,17284,17962,18700,19300,21000,19700,22000,25000,5000,26000,22000,21000,19400,20000,19600,13
-95.766769,29.579342,20595,20595,171217,Houston,Fort Bend,80T21,11371,11416,10261,10242,11024,10531,9894,9700,10700,10500,10100,10200,11300,11000,10810,11200,10300,10200,9600,9600,10
-95.763374,29.558504,20596,20596,171225,Houston,Fort Bend,80H67,16036,15930,15340,14560,14738,12313,13031,13100,13400,14100,14500,16200,16000,15800,15490,19100,15800,15200,15200,16400,12
-95.762825,29.558182,20597,20597,171233,Houston,Fort Bend,80H66,9000,8163,8716,8902,8248,8873,7633,7100,8500,7500,8000,10200,8700,8700,8550,8300,9100,8000,8000,8700,11
-95.759949,29.561199,20598,20598,171241,Houston,Fort Bend,80H68,22335,22720,22367,21448,21084,17479,15912,15600,19300,19000,24000,25000,27000,22000,21000,21000,20000,20000,19200,18100,12
-95.760139,29.563765,20599,20599,171249,Houston,Fort Bend,80H69,21000,18616,19428,21308,24323,21816,19788,19400,22000,21000,20000,22000,22000,20000,20000,20000,19400,19400,19000,17400,13
-95.763306,29.581392,20600,20600,171257,Houston,Fort Bend,80T16,18195,18673,18504,18385,20184,15324,16471,16800,15400,18100,18000,18200,21000,20000,20730,18000,18000,16900,17600,17200,13
-95.759216,29.581469,20601,20601,171265,Houston,Fort Bend,80T18,14000,12980,14146,13680,14020,10650,11832,11600,12700,12000,11700,11700,12500,11500,10250,10300,9800,10200,10000,8900,13
-95.758736,29.582819,20602,20602,171273,Houston,Fort Bend,80T17,28889,29887,30517,32340,36325,23353,22610,26000,26000,25000,25000,30000,30000,31000,29520,27000,28000,26000,26000,28000,13
-95.749863,29.587835,20603,20603,171281,Houston,Fort Bend,80H74,27545,30339,28822,27279,32282,21707,20267,26000,25000,23000,24000,28000,29000,29000,30220,26000,26000,26000,26000,25000,13
-95.744102,29.544615,20604,20604,171289,Houston,Fort Bend,80H77,18000,16717,16510,18190,16887,19116,15096,14800,16100,14000,13900,17500,13700,13900,14590,12600,12700,10500,10400,8700,12
-95.74279,29.542765,20605,20605,171297,Houston,Fort Bend,80H64,11864,13273,12456,13079,12460,9246,7956,7800,8700,6600,6500,6900,6400,6500,5350,4800,4200,4200,4300,3500,11
-95.740295,29.549267,20606,20606,171305,Houston,Fort Bend,80H76,111591,89457,89457,112060,0,73853,69868,70000,74000,75000,68000,68000,66000,60530,64830,64000,57000,59000,56000,51000,10
-95.702209,29.536043,20607,20607,171313,Houston,Fort Bend,80H79,14593,13829,13741,12273,12909,12053,10909,10800,8400,7100,7200,6300,6700,6500,6240,7500,7600,7500,6900,5400,10
-95.70179,29.539278,20608,20608,171321,Houston,Fort Bend,80H78,21500,18681,20297,19561,18796,16085,15470,15500,16200,13900,13200,12600,13900,13100,12350,11100,11700,9500,9400,7900,13
-95.700363,29.537292,20609,20609,171329,Houston,Fort Bend,80H80,8837,7388,8562,6950,7938,7295,7059,7200,7900,6800,7000,7200,7800,6800,7300,6800,6800,6000,5100,4400,11
-95.742371,29.595573,20610,20610,171337,Houston,Fort Bend,80H13,21724,21724,20075,22180,20525,15360,18435,18300,17700,16000,16800,17100,16800,16000,15810,15800,14400,14000,13300,11700,13
-95.686821,29.566902,20611,20611,171345,Houston,Fort Bend,80H78A,32834,34595,34180,31675,32135,19466,21547,21000,26000,20000,18600,19300,22000,16600,17200,15800,16800,17800,18100,15400,10
-95.688095,29.601284,20612,20612,171353,Houston,Fort Bend,80H14,28939,28939,28721,29078,30388,21649,25490,26000,25000,24000,24000,27000,29000,30000,30500,28000,29000,27000,30000,28000,13
-95.683449,29.599728,20613,20613,171361,Houston,Fort Bend,80H14A,37725,38373,41160,38588,19834,14833,21569,22000,26000,22000,21000,23000,25000,24000,24000,22000,22000,20000,18500,18000,9
-95.68354,29.60321,20614,20614,171369,Houston,Fort Bend,80H15B,17,17,19,54,56,18,155,150,150,120,100,70,50,40,50,30,50,0,0,0,13
-95.689339,29.610418,20615,20615,171377,Houston,Fort Bend,80H15A,44973,44973,44973,36993,26326,21740,21986,22000,25000,21000,19200,19100,19700,17000,16700,15300,13300,11600,12200,9200,9
-95.683647,29.606548,20616,20616,171385,Houston,Fort Bend,80H15,18558,15686,17349,18282,16952,14416,19118,19500,14500,13500,13600,15500,15400,15300,14580,13400,11700,10900,11700,10000,12
-95.920326,29.685534,20617,20617,171393,Houston,Fort Bend,80H2,7640,7005,7624,8892,7300,9787,7577,7300,7800,6900,7200,7800,7600,6600,6600,6500,6400,6100,5800,4600,11
-95.941254,29.747524,20618,20618,171401,Houston,Waller,237H45,4386,5182,4787,5624,5996,4370,3817,3500,3400,3300,3900,4200,3800,4400,4210,3900,3300,3300,3600,3200,12
-95.923279,29.720715,20619,20619,171409,Houston,Fort Bend,80H139,6664,5744,5978,6489,6022,5487,3264,3200,5100,3600,3900,4200,4300,4500,4190,4000,3300,3200,3500,3200,11
-95.900009,29.690334,20620,20620,171417,Houston,Fort Bend,80T44,8347,8053,8159,9191,8656,7279,7690,6900,8200,5700,6300,7200,5900,6800,6530,5500,5000,5200,5200,5000,12
-95.895813,29.690451,20621,20621,171425,Houston,Fort Bend,80H3,16534,12242,13148,12076,10612,11749,11867,11500,12300,9600,11000,12000,11200,10000,9800,9400,9100,7700,7200,7300,11
-95.853027,29.737177,20622,20622,171433,Houston,Fort Bend,80H140,13520,12155,11127,11881,11067,10676,9422,6200,5600,4300,4000,3700,2600,3000,3150,2300,1900,2100,2100,1700,12
-95.845932,29.689472,20623,20623,171441,Houston,Fort Bend,80H4,9403,7286,8367,8258,7303,6967,4590,4500,5600,4000,4400,4600,4400,5000,4800,4000,3800,3700,4100,3200,10
-95.845932,29.695843,20624,20624,171449,Houston,Fort Bend,80H5,16034,11905,12128,11592,10262,10631,6324,6200,5600,4300,4400,4300,4300,4100,4070,3000,2500,2500,2400,2000,12
-95.844009,29.69486,20625,20625,171457,Houston,Fort Bend,80H6,26189,12467,10946,11923,11308,12278,11471,11700,12100,8300,8300,8100,7900,8100,6430,6400,6000,6100,4900,4900,10
-95.926254,29.777517,20626,20626,171465,Houston,Waller,237H43,62589,63866,62614,62879,57804,55183,59400,59000,54000,60000,51000,57000,57000,46720,52880,52000,49000,50000,53000,50000,10
-95.936249,29.786228,20627,20627,171473,Houston,Waller,237H41,6294,5751,5672,6625,5684,4746,4555,4300,4200,4300,4200,4300,5000,6800,4970,4900,4700,4600,5100,4900,8
-95.890701,29.786058,20628,20628,171481,Houston,Waller,237H40A,6373,6187,5862,5654,5585,4879,4397,4600,5400,5600,6900,7000,7700,9700,7720,6300,5400,5500,6000,5700,9
-95.889626,29.787521,20629,20629,171489,Houston,Waller,237H39,5854,5387,4949,4752,5711,5032,4972,4800,4700,3900,3700,3700,4200,4900,4100,3500,4200,4100,3000,3000,11
